"training","earnings","age","education","prior_earnings","employment_history","urban","skill","ps","tau_true"
1,130.471635694187,40,13,59.7,23,0,1.05212287619574,0.888100497817751,4.92567934733469
0,97.5412833090608,34,12,48.7,15,0,0.848688007087812,0.353328661264689,5.1184285021965
0,89.598755756386,37,15,46,19,0,-0.855028670028645,0.169181706072669,5.0472603691244
0,46.781467843203,29,9,6.7,16,0,-0.927911580388719,0.0371519148377574,6.32664487834106
0,106.946310798646,40,16,79.8,19,1,-0.77738436674606,0.425835416494713,5.00567934733469
1,106.956435425269,33,14,75.7,22,1,0.178822374916488,0.838169448154842,5.1992914734903
1,108.173235347062,38,12,49.9,23,1,0.741715740058031,0.860450174249367,4.98099568988439
1,142.094408725131,39,18,66.1,22,1,0.0763034705775793,0.936750961488663,4.96734143206928
0,80.3783141585007,40,11,37.3,25,1,-0.425376017245273,0.70580196246862,5.48567934733469
0,58.5327316058983,29,14,9.9,9,0,-1.67853837631336,0.02,5.55864487834106
1,115.535776100595,26,14,40,11,1,0.461945080306976,0.493899317167044,5.33272171998271
0,83.4301213455732,27,13,25,13,0,-0.516809155948542,0.0833739277214272,5.75048110212308
0,92.5228075630202,33,14,39.4,9,0,-0.437456624436919,0.0901406697271861,5.0952914734903
0,77.6929913412286,32,14,28.8,14,1,-1.68847186214356,0.0333153334368671,5.56226647752179
1,115.876045717649,41,13,30.3,22,1,0.396765032482927,0.817578548990031,4.92730985288139
0,62.1008047343821,32,8,23.2,12,0,1.06989875442741,0.062420690666642,6.13826647752179
1,120.653501704121,39,17,121.5,27,1,-0.655381742023515,0.922525715823588,4.88734143206928
0,78.5682343686803,36,10,25.9,19,1,0.356950175852075,0.384930465987499,6.07065978780913
0,77.9460663022453,41,12,28.2,21,0,-0.343327186251689,0.337714375294808,5.35130985288139
0,101.002630657809,43,15,71.8,26,0,-0.629724545185777,0.707904047874571,4.76933051564472
0,76.4344295945552,25,17,28.7,4,1,-2.17794522959313,0.02,5.80227443832449
1,80.9747163909766,48,15,19,30,0,-1.50557935843942,0.529591496596439,4.50617883764127
0,101.983763517311,20,13,16.2,5,1,0.4569901693752,0.501399366269562,5.69147975370484
1,91.4674525430627,48,15,60.1,27,0,-0.658320498839403,0.605322262281008,4.26217883764127
0,105.866639599976,34,13,45.7,20,1,0.494523333219665,0.716591071080022,5.1384285021965
0,65.0476211919641,27,13,23.6,8,1,-1.08833497543325,0.0559312142364381,5.59048110212308
0,113.954393436255,23,16,87.4,6,0,0.543566215542495,0.630180681394043,5.24820396668599
0,55.6859829013286,29,12,14.2,12,0,-1.30541818760627,0.0229010147753168,5.63064487834106
0,69.3493828043948,18,16,39.1,0,1,-1.3815268218614,0.193224250261306,5.30522198857073
0,105.486251228841,31,15,26.6,15,0,-0.147842978378625,0.250764006414475,5.61129290310849
0,72.2196327191277,34,14,20.4,16,1,-1.04258701866986,0.118957827707172,5.5224285021965
1,98.689402135073,42,15,26.4,28,1,-1.75333789316375,0.565721401620814,5.14346628439086
0,117.51718014959,27,18,66.8,12,1,-0.840012511562264,0.26063187326001,5.31848110212308
1,144.122418202656,40,14,60.6,25,1,0.884317798328829,0.979772776917953,4.88567934733469
1,128.370488989971,46,12,56.2,27,0,1.12599459122891,0.927514151317498,4.33657145488703
0,56.230205486537,39,9,10.4,21,0,0.112056663293217,0.271912666874328,5.98334143206928
1,93.1112550821753,38,10,19.3,22,0,1.16858270221215,0.614101338433297,5.99299568988439
0,71.1725384379502,23,13,37.4,7,0,-0.555141885919248,0.0773366723763015,5.29620396668599
1,115.477454116856,43,16,202.4,22,1,1.23754887432658,0.98,4.69733051564472
0,78.9019611666698,24,14,58.8,5,0,-0.64007200121029,0.0867206760605206,5.17037417762586
0,73.4806807147834,31,12,39.1,16,0,-0.0401038560359864,0.16019760499837,5.22729290310849
0,90.4709497832335,45,17,35.7,26,0,-2.26175350480791,0.0440314935057008,4.41075328034878
0,101.534715986214,30,12,46.7,14,1,1.06883230502231,0.526594392941205,5.2341868505573
1,123.0849193161,53,14,55.3,39,0,-0.109618862059998,0.98,3.1433949599551
0,80.435377388112,37,12,29.5,17,1,-0.207103546825954,0.297241813270668,5.4632603691244
1,14.1020292289452,31,17,320.8,8,0,1.42516037604916,0.91801217077933,4.89929290310849
1,119.517416959294,27,16,44.8,13,1,-0.0426247079581426,0.481698152174933,5.35048110212308
0,91.3907937943701,23,10,31.4,6,1,1.41101988587158,0.306991433362035,5.64820396668599
1,150.01684178737,49,15,100.6,31,1,0.522523544466149,0.98,3.99638691346617
1,98.6810305484925,48,12,9,35,1,-1.75465255760911,0.958555822661645,4.24617883764127
0,102.399586586961,39,12,107,16,1,1.20268426793801,0.764615497217663,4.86334143206928
1,97.8611407388575,27,11,50.2,7,1,1.42924439232245,0.410239366515505,5.55848110212308
0,48.4707717866987,23,10,19.8,2,0,0.0857177842115033,0.088105092989083,6.35620396668599
0,96.0443748584293,33,13,31.8,13,0,-0.148700852768315,0.133577714824179,5.1272914734903
1,89.2822339834338,39,10,36.5,24,1,0.385180798868967,0.742323850707551,5.53534143206928
1,67.1834791069207,21,12,15.6,3,1,-0.221854260874199,0.220546687970213,5.8496269362685
0,72.4538660180612,30,14,78.1,11,0,-0.413782970167016,0.0988660171710166,5.1741868505573
1,112.732953234675,44,16,45.8,30,1,-0.997682954661719,0.923206206203457,4.59604962660221
0,116.810646651522,40,10,63.8,20,1,1.62764933643843,0.810119982221506,5.38567934733469
1,122.969027391995,38,13,81.6,25,1,0.833392998300596,0.965818143782083,4.95699568988439
1,100.563234003971,38,16,92.1,22,0,-0.508789351536251,0.493820821003326,4.99299568988439
1,99.3395719085809,53,15,31.1,38,0,-1.56643927923448,0.972846388497296,3.2153949599551
0,128.762391691452,25,12,61.1,6,0,2.20299154624232,0.660512913138438,4.98227443832449
1,145.169129705301,23,15,83.7,6,1,1.60381177166221,0.952398426117736,5.04820396668599
0,101.193102387063,42,16,47.8,26,0,-0.749159512151627,0.68524753255668,4.79946628439086
1,110.935325308678,47,12,29,27,1,0.373477215036606,0.9010022380871,4.70065216851173
0,56.9518356553655,22,12,19.2,11,1,-0.676760036528484,0.110291260334903,5.94291158717142
1,77.8706477554624,47,12,16.4,31,0,-1.54267242386654,0.692383821005471,4.50865216851173
1,117.603443638259,46,13,75.9,25,1,0.492687577761537,0.911109180851984,4.42457145488703
1,91.4948234170859,37,9,24.6,24,1,0.65291817758956,0.692064537016017,6.0072603691244
0,81.5527297950899,25,14,56.8,4,0,0.0139325546253008,0.217189791680749,5.40227443832449
0,67.0242996246213,33,16,30.7,15,1,-2.11217282641506,0.02,5.1432914734903
0,64.7141788513213,32,10,10.4,12,1,-0.545195307683368,0.0748807133835523,6.13826647752179
0,64.7071933798285,32,12,28.5,17,1,-0.594235318930876,0.179552547614124,5.59826647752179
0,57.8236382691146,19,10,7.7,4,1,-0.0493441976071285,0.156853466934143,6.55561735197886
1,106.601783415267,42,14,52.7,30,0,-0.106327909226522,0.961922502384417,4.68746628439086
0,60.8649234959722,30,10,17.7,14,1,0.238042242119822,0.158895185299493,6.2341868505573
0,53.3113299035534,24,12,9,6,0,-1.27605025146415,0.0243977952272737,5.61437417762586
1,102.433118850574,38,13,31.5,16,0,0.377924463152482,0.361433258049989,5.06499568988439
1,87.5846315817082,60,9,24.3,40,0,-0.159630239351903,0.98,3.11333695208243
1,97.1134169199608,33,15,187.3,14,1,1.30888684359626,0.918868497567661,4.9352914734903
1,112.761408091268,45,14,89.1,27,0,0.51401348342098,0.918332045914855,4.37075328034878
0,66.685457652157,39,11,12.8,20,1,-1.70362126743357,0.119465265130846,5.99934143206928
1,111.107430592775,33,14,189.1,15,0,1.95854039635166,0.889096294660711,4.9432914734903
1,117.19806118896,43,12,39.3,28,1,0.520162042883578,0.967956652766005,4.70533051564472
0,85.8851080644177,18,14,60.7,0,1,0.290826404727949,0.7966590155408,5.30522198857073
1,136.810589806992,38,17,114.5,19,0,0.706799117777709,0.885884161161221,5.02899568988439
0,87.0538644261238,29,13,29.1,22,1,-0.430504506491889,0.512303706632798,5.87064487834106
1,44.0550435732659,32,15,286,16,1,1.6961734873017,0.967851035673334,4.98626647752179
1,82.0084231387425,20,13,63.1,5,1,0.38629212794185,0.562935756945424,5.29147975370484
0,76.7146437396759,22,16,126.2,2,1,-0.502144799395023,0.46634355093662,5.37491158717142
0,102.998519238492,31,15,179.1,17,0,1.31101859827378,0.867119142582492,5.04329290310849
0,53.7039888359921,36,8,24.8,17,0,-0.214370107103802,0.0753276752966416,6.07865978780913
0,54.1533738042123,30,12,26.4,6,1,-0.560841771842958,0.0929803636294628,5.4741868505573
0,48.2174714365699,24,10,11.5,7,1,-1.66448792091058,0.0249989603035568,6.25837417762586
0,111.733286012673,30,16,145.7,8,1,0.658843106237831,0.790340103169876,5.1141868505573
1,72.5652675709307,24,11,19.7,8,1,-0.231475225330586,0.112080538757426,6.30237417762586
1,140.895240145025,31,15,82.4,15,1,0.996631999860844,0.879169376801745,5.21129290310849
0,80.2512208869434,32,14,27.7,16,1,-1.10125957598594,0.106334553768858,5.58626647752179
1,130.907947079757,25,13,66,0,0,1.93324591857009,0.835940927306525,5.04227443832449
1,103.452722663562,56,11,16.1,42,1,-1.37654061115635,0.98,3.52809840783755
0,47.2864113418801,33,11,5.2,13,1,-2.5,0.02,6.1272914734903
0,81.606290602313,34,14,21.4,16,1,-1.27460089418805,0.084610409887,5.5224285021965
1,69.2403111427061,31,13,15.7,14,0,-0.671348982338872,0.0724657057839989,5.59529290310849
1,117.721717292171,27,17,50.3,9,0,-0.186505707845931,0.27918091740376,5.22248110212308
1,62.3423716927901,47,9,12.7,27,1,-0.968921491228953,0.606099452147848,5.30065216851173
1,121.404745820595,32,15,56.9,14,1,0.530793337831106,0.658718960364766,5.16226647752179
0,112.393907312962,31,14,48.6,18,1,0.195448035696419,0.584984983465356,5.25929290310849
0,72.2056919895599,22,12,27,5,0,0.0451910666799579,0.139038601695193,5.63091158717142
1,127.273806208338,47,13,94,30,1,0.773856841984867,0.98,4.15665216851173
1,82.9295496375174,35,11,38.2,15,1,0.72524660682402,0.379452209129227,5.69961365145159
1,111.182366962753,43,15,65.5,22,0,0.194718894186461,0.750815267839025,4.89733051564472
0,70.4575470537637,29,12,35,5,0,0.588199166739964,0.193906327955041,5.06264487834106
1,88.838663082776,49,12,14.5,31,1,-1.21028771675658,0.853718220420841,4.39638691346617
1,88.3027989618402,35,13,31.2,18,0,-0.317354838616387,0.212310251427052,5.09961365145159
1,96.5916882694105,50,13,26.2,30,0,0.0763635848222884,0.917530806639032,4.39457945846835
0,51.7638436144533,24,11,11.4,5,0,-0.911393846219262,0.0333673119707625,6.17037417762586
0,112.311113922313,38,14,63.6,25,0,0.438358055679857,0.892081278839701,4.95699568988439
1,107.939311401374,54,14,150.2,31,0,0.614523990710767,0.967573274327283,3.63636844867423
0,104.892652952623,39,12,44.2,18,1,0.725438290267421,0.64190480583344,5.03134143206928
0,38.6988888501767,18,10,8.8,1,0,-0.957559190225042,0.0625062263550202,6.37322198857073
0,95.8248938678586,37,15,56.4,16,0,0.0278826995274269,0.364130244891811,5.0712603691244
1,121.693231526411,29,12,61.2,11,1,1.76045663870541,0.7426971778342,5.00664487834106
0,53.2551398760519,29,8,7.9,16,0,-0.233723895534291,0.045744359291866,6.32664487834106
1,98.6151413478047,46,10,48.1,30,0,0.755799106339629,0.931698407316735,4.80457145488703
0,65.2981481472521,36,11,14.8,19,1,-0.574394128395828,0.243143583789293,6.07065978780913
0,71.9707801133896,26,9,18.1,11,0,0.930382114786985,0.0773573032501889,6.33272171998271
1,124.037347051306,54,14,81.1,37,1,-0.138344782528983,0.98,3.18036844867423
1,101.208747888363,37,14,51.7,21,1,-0.520076285352633,0.493102027905776,5.0312603691244
1,113.822129195785,35,14,146.3,17,1,1.30880873808279,0.91530208326993,4.89961365145159
0,89.4662190369554,34,16,78.1,20,0,-0.821518121395196,0.229262437964278,5.1384285021965
0,83.50083754016,32,14,36,13,0,-0.164532896828858,0.162634638762764,5.15026647752179
0,54.6108886664671,31,9,24,8,1,0.101170151461941,0.0791862554335924,6.09929290310849
1,82.1797536710862,39,11,30.4,20,1,0.0750588835538941,0.48235727294736,5.59934143206928
1,131.878695268794,44,14,153.9,26,1,1.43300976334423,0.98,4.54004962660221
0,55.4972590479105,18,12,11.7,4,0,-1.57263897235191,0.0330918427877412,5.97722198857073
1,121.407048127174,28,15,80.2,10,1,0.750812473761265,0.757940319182478,5.21625018525816
1,102.914166941124,18,11,29.8,0,1,1.1615554137648,0.647684746239215,6.30522198857073
0,67.2213482208984,42,11,12.6,19,1,-1.35467524892904,0.147469760369069,5.99546628439086
1,98.4980274151446,46,13,30.6,25,0,-0.209887462519737,0.576523984357771,4.42457145488703
0,44.2240428943512,28,10,18,12,0,-1.16134699566123,0.0219290932982541,6.27225018525816
0,53.071372815495,18,11,9.1,0,1,-0.657863293614912,0.203889593347081,6.30522198857073
1,77.3390102096175,41,11,39.1,25,0,-0.133148394492001,0.639641213237645,5.45530985288139
1,171.156982819223,32,16,150.9,18,1,2.5,0.98,5.01026647752179
0,57.0524581266556,36,12,7.5,20,0,-1.46367099863891,0.0751199624749442,5.46665978780913
1,85.2557011214569,33,13,34.3,12,1,-0.162395456392229,0.209234447199396,5.1192914734903
0,48.6903748816141,28,12,28.3,8,0,-1.15822179627385,0.0236689744534357,5.56025018525816
0,86.5796566659873,29,11,59.4,12,1,0.784423919287892,0.284262008306107,5.83064487834106
1,93.3689972955638,41,15,198.4,20,0,0.720987464114094,0.825083888824293,4.97530985288139
1,89.2778119064386,20,12,21.4,0,0,-0.0210236584898876,0.237397392761301,5.69147975370484
1,110.952459978488,44,12,94.4,29,1,0.694932464908488,0.98,4.63204962660221
1,132.136238923882,43,15,36.2,26,1,0.236878979199377,0.95728520188617,4.76933051564472
1,85.4447713327742,23,10,20.7,1,0,1.34907850605281,0.255408835068409,6.10820396668599
1,119.623271672964,29,14,86.1,14,0,0.804622383923047,0.515246819522605,5.27864487834106
0,75.1378844499669,27,13,45.4,7,1,0.280110960704919,0.303258306845354,5.15848110212308
1,104.116910735002,37,16,144.7,13,1,0.546193107433088,0.796449648324445,5.0952603691244
0,85.283321716671,29,15,20.7,13,0,-0.829392340200374,0.0726547979139991,5.65464487834106
1,82.9730192926912,39,11,11.4,18,1,-0.155778625843184,0.318499910807937,6.03134143206928
0,70.6497592354415,30,12,5.6,16,0,-0.868061416356384,0.0619822594589464,5.6741868505573
0,65.6374173474278,34,13,8.6,17,1,-1.68165773903996,0.0542770568023344,5.5264285021965
1,126.514386060769,40,15,72.1,17,1,0.365470328143043,0.780715928367643,5.04567934733469
0,74.0046729728944,35,11,17.1,21,1,-0.374778425027589,0.381410008070469,6.09961365145159
0,70.751060896972,25,13,34.4,7,1,0.0429555128516134,0.251130934531411,5.22227443832449
1,86.2988610541412,26,14,30.6,4,1,0.0311918295041641,0.341196312967835,5.38072171998271
1,127.689715454078,50,17,89.5,28,0,-0.326635378555389,0.814378194689005,4.11457945846835
0,79.4592985656706,24,13,30.2,8,0,-0.0992226921014448,0.130172086294543,5.30237417762586
0,73.9895780565729,39,12,18.2,22,1,-0.888675406553196,0.377328517441681,5.36734143206928
1,101.329645580825,42,14,21.6,27,1,-0.824696157936487,0.813963947431781,5.17146628439086
1,123.209842352169,31,13,99.8,13,1,1.55082518022737,0.826745628372021,4.97929290310849
1,130.615406295712,35,16,206.2,23,1,1.61241296444277,0.98,4.89961365145159
0,69.866387517183,22,14,18.7,3,0,-1.16165349445886,0.0532565444188115,5.82691158717142
1,105.239870421678,43,13,35.3,26,1,-0.641654689553724,0.783948495560867,4.76933051564472
0,96.8366256270388,35,11,34.9,17,1,0.637853522550446,0.433754308114588,5.69961365145159
1,75.9540873042479,48,11,29.5,35,0,-0.602642834691323,0.979449603944823,4.84617883764127
0,63.278897665396,28,14,14.9,12,1,-1.13626582905863,0.0667040606784543,5.67225018525816
1,116.785309089758,40,12,40,18,1,0.888650599836986,0.694560949214628,5.02567934733469
1,103.122298050033,41,10,32.2,28,0,0.916408239985805,0.91754776075916,5.38330985288139
0,68.0148210221094,26,13,23.4,13,1,-0.581379308624206,0.141213481279592,5.80472171998271
0,124.372846465542,25,14,61.8,6,1,1.23665942589654,0.8313186674814,4.98227443832449
0,66.3444370986894,33,11,19.8,10,0,-0.188252106734124,0.0652931479449528,6.1032914734903
1,138.313323958241,30,16,95.1,15,1,0.928330942677462,0.9134061911425,5.2541868505573
0,80.6907978624132,27,12,59.2,6,1,0.684913669072112,0.336908848553474,5.12648110212308
0,109.580600856837,28,15,59.8,9,1,0.760951369091408,0.685645484935902,5.18825018525816
0,75.4682205566043,29,14,41.5,15,1,-0.825629030193033,0.13922548323294,5.30264487834106
1,95.8303644436486,40,13,32.7,22,1,-0.0935268582481064,0.683583975423587,4.94567934733469
1,91.5865931864651,36,11,208.9,20,0,2.5,0.855087318609951,5.46665978780913
0,50.4965219732327,23,11,9.8,6,0,-1.82763945425073,0.02,6.24820396668599
0,86.1714774444499,20,13,58.4,7,1,0.0288921610081027,0.332889603007146,5.41147975370484
0,71.027317614987,44,10,28.1,22,0,-0.0157926014446369,0.400803420289623,5.88404962660221
1,127.091469363367,47,15,86.7,27,1,0.189155267144533,0.954303996337735,4.30065216851173
0,107.910004425754,28,9,54.9,11,0,2.13960807133092,0.165319386766824,5.64425018525816
0,49.6604612274552,42,9,7.5,21,0,-1.40236042262377,0.126156401700369,5.93946628439086
1,91.5072883202622,45,13,35.6,29,1,-0.775582285654815,0.844103265230898,4.29075328034878
1,99.9781818872999,38,13,73.2,24,0,0.320023802008035,0.780210801228768,4.96899568988439
0,102.104318785648,47,15,46.2,26,0,-0.399163720188682,0.645700216613019,4.34865216851173
0,68.7352958270395,31,14,14.7,9,1,-1.13643685480413,0.0561394046755288,5.51529290310849
1,105.135703031136,20,16,50.4,5,1,-0.650002387649258,0.308520963378604,5.29147975370484
0,93.7065636770893,34,13,46.5,20,0,0.757081048885602,0.658883617885716,5.1384285021965
1,92.6989915448987,38,13,44.1,21,0,-0.0304121497633688,0.472219417557263,5.00499568988439
1,170.930376468865,59,14,95.9,44,1,1.10905012705929,0.98,1.88311552858427
1,91.1317506069243,48,12,30.3,32,0,-0.624280626064953,0.916283126103322,4.00217883764127
0,65.066286862995,31,11,19,11,1,-0.373117670585247,0.0979536826152146,6.14729290310849
0,64.0652445543508,24,11,27.8,8,1,0.13727241882141,0.158399285987801,6.30237417762586
1,96.140878342924,27,12,122.1,6,1,1.8749199464096,0.764991175733186,4.92648110212308
0,80.1148157791604,37,14,23.2,18,1,-1.02188566501294,0.176940405457285,5.4552603691244
1,147.60182513982,57,12,134.8,40,1,1.55015151491652,0.98,2.3588603799531
1,77.8093280991883,45,11,16,28,1,-1.42396031525256,0.605328691430886,5.33075328034878
1,63.5312463411147,33,12,29.6,13,0,-0.0535715920376743,0.117264167375533,5.5272914734903
0,91.1641729960901,36,13,39.4,19,1,-0.145337991006264,0.45743629947951,5.07065978780913
1,81.047983099551,37,15,31.7,20,0,-1.32331224048802,0.0986644469229799,5.0392603691244
0,58.2757878305638,28,11,14.9,11,0,-1.12453784724207,0.0238739227358545,6.24425018525816
0,74.4574595787389,36,13,14.8,16,1,-0.52120314642481,0.216586213691417,5.48265978780913
0,105.769947964507,47,15,16.3,30,1,-1.68881179404376,0.624180653106392,4.55665216851173
1,132.898605298633,45,16,96.2,28,1,0.354273983578211,0.98,4.33075328034878
1,141.855758802494,55,15,187,40,0,1.72162479803508,0.98,2.627289434852
0,81.7421168263197,29,11,23.6,8,0,0.37905250826656,0.102240883925766,6.13464487834106
1,119.936770530267,21,14,68.4,4,0,1.11271305697036,0.700419583024771,5.5056269362685
1,72.4293495807477,18,12,28.4,0,0,0.0838004221042827,0.310740400862822,5.70522198857073
0,62.9171113906095,35,10,13,15,0,0.313346990673611,0.126874728658007,6.09961365145159
0,55.8794669648468,26,12,19.9,7,1,-1.19514711411912,0.0448119272727471,5.58872171998271
1,140.191347268823,39,13,146.4,22,0,2.39214526972858,0.975873684104821,4.76734143206928
0,63.9369276320555,18,11,29.3,1,1,0.0157957317364585,0.313811052496653,6.37322198857073
0,62.6341163615182,20,13,56.3,0,1,0.18891093896512,0.541624091820463,5.29147975370484
0,55.093749438331,34,12,14.7,12,0,-1.47004756990918,0.0204020953577269,5.5064285021965
0,59.3730781255978,31,14,10.9,14,1,-2.5,0.02,5.59529290310849
0,73.3747500728667,40,12,32.7,22,0,-0.679434971496565,0.298445330995085,4.94567934733469
1,92.5877091010277,52,10,47.2,31,0,1.09241353243372,0.952447369803783,4.39655178987957
0,66.7486419241424,38,11,13.5,17,1,-1.20344550861509,0.106448889883441,6.05299568988439
1,127.199084588512,40,16,43.7,20,1,-0.0963187956581391,0.719759301544108,4.98567934733469
1,86.0252611658033,59,13,19.3,41,0,-1.65123354512443,0.98,2.57111552858427
0,85.9202485473371,38,12,18.3,25,0,-0.581524796565615,0.533183481061157,5.35699568988439
0,66.3084847492686,41,11,14.5,24,0,-0.552247902437711,0.447638381082555,5.87930985288139
1,107.394749036674,40,16,49.5,21,1,-0.802409993353424,0.44548891974508,4.96567934733469
0,103.906943063205,43,15,119.2,21,1,-0.0109030684834677,0.811443728454437,4.92933051564472
0,115.116654343257,49,16,62.8,28,1,-0.931538333921583,0.777995116527512,4.16438691346617
0,103.014030055021,28,14,55.8,11,1,0.355988348388475,0.43263509773177,5.24425018525816
1,114.654233743652,51,11,51.7,33,1,0.203611017729064,0.98,4.34014134546302
0,63.5849726843361,33,13,19.7,21,1,-0.935227963452866,0.284926662362266,5.5912914734903
1,94.1743316478708,49,13,16.5,32,1,-1.45341876722601,0.86408486729746,4.34038691346617
0,81.4452326825406,24,14,20,3,0,-0.523180870438817,0.118843550989305,5.78237417762586
1,94.4753227594606,35,16,74.7,12,1,-0.553238646113574,0.279414363110562,5.09961365145159
0,68.4414450298011,41,11,23.2,17,1,-0.108489186483973,0.303755327017849,6.04730985288139
0,67.4264939758151,25,11,15.9,5,1,0.40620738743184,0.208363661567295,6.14227443832449
1,108.169380190157,18,16,102.3,3,1,0.078478323813746,0.81012398170563,5.50922198857073
1,102.289319060967,39,11,24.6,27,0,0.740467076002152,0.897546754180202,5.88734143206928
0,67.4351290412189,41,14,14.5,23,1,-2.20473364381099,0.104985882070767,5.30330985288139
0,65.4497024158791,19,13,22.2,3,0,-0.913954693893515,0.0868551084095263,5.89161735197886
1,88.0131226974263,34,11,30.2,16,0,0.742765139765973,0.266045032120925,5.7224285021965
1,116.8013946971,42,16,48,24,0,-0.182142927416971,0.774173113319003,4.85546628439086
0,41.2534211804678,26,11,14.2,8,1,-1.01557831844191,0.0474654597715358,6.22472171998271
1,74.8797723050774,18,12,32.7,0,1,0.266898712358386,0.521303186347291,5.30522198857073
0,79.82738858603,24,12,28.5,8,1,-0.327100161845083,0.132784647401894,5.70237417762586
1,78.3579259790545,21,13,33.7,0,1,-0.017670466240045,0.440181989709778,5.2816269362685
1,155.311890029939,52,17,209.9,36,0,1.66942418219155,0.98,3.25655178987957
0,67.9136991893633,30,12,32.2,7,0,-0.452630190471992,0.0562153709206965,5.0941868505573
0,88.6776296535477,35,11,25.1,19,0,0.634255957173415,0.372747676881806,6.09961365145159
1,171.320997014202,40,15,98.4,20,1,1.89530429006125,0.98,4.78567934733469
1,146.319641217143,38,15,146.5,17,0,1.86657903678442,0.951222521049772,4.85299568988439
0,66.3326169269227,47,10,8.1,25,0,-1.10761764389079,0.261500701389167,5.39665216851173
1,165.924535907813,53,17,140.4,39,1,0.758146597215823,0.98,3.1433949599551
1,75.1456008526189,20,12,34.5,4,1,-0.0140559035369603,0.271272552972275,5.53147975370484
1,127.135437096617,35,16,120.4,13,1,0.808635027354497,0.866038733637671,5.09961365145159
0,58.8742674164478,26,11,16.6,8,1,-0.286297627353967,0.0989389515062087,6.22472171998271
1,139.140807122523,47,11,65.4,31,1,1.71072751526935,0.98,4.50865216851173
0,68.8289467408224,31,13,13.3,14,1,-1.17864889692342,0.0669194909395331,5.59529290310849
1,124.063592909047,26,15,76.2,6,1,0.863304057568603,0.807330182293965,5.15272171998271
1,92.417564202028,36,13,42.7,17,1,-0.272261736014567,0.319796472138921,5.07865978780913
0,105.872025543502,35,12,66.3,12,1,1.36910154264512,0.681347401233413,4.89961365145159
1,98.9603041830402,18,14,69.5,0,0,-0.0649473408692549,0.446319025660572,5.30522198857073
0,76.9949383219272,20,11,28.5,7,0,-0.0176129587283722,0.102221106601684,6.41147975370484
0,79.7919281000611,32,15,46.3,13,1,-0.357637352183654,0.25608988057792,5.15026647752179
1,121.300159639066,37,12,18.1,22,1,0.763552349761995,0.820395687651896,5.4232603691244
0,69.184547158289,43,11,29.7,21,0,-0.110927759831412,0.363328615268368,5.92933051564472
0,62.9609334510456,36,12,9.9,19,1,-1.54033785570923,0.100861476164394,5.47065978780913
0,126.997016268005,32,12,102.8,17,0,1.90744302006355,0.730942681173979,4.99826647752178
0,82.7649811698948,39,11,20.2,22,1,-0.213631109545192,0.534110008324592,5.96734143206928
1,103.584422979217,40,13,82.2,24,0,0.521066408133469,0.833612861163052,4.90567934733469
1,86.1959050772496,46,12,11.3,29,0,-0.434215992269948,0.797840217342541,4.64857145488703
0,72.6303182402301,40,11,18.7,19,1,-0.290161020979836,0.341091134810573,6.00567934733469
0,45.2454288141386,27,11,12.9,9,1,-0.409985486023253,0.0866315751281189,6.22248110212308
0,72.74931530931,37,12,20.4,16,0,-0.343175990737642,0.135541516198533,5.4712603691244
0,76.2485236227517,40,12,25.7,22,0,0.105954048404747,0.534971314333706,5.34567934733469
0,102.062280550832,42,14,29.9,23,1,-0.0672198216596279,0.794650165134111,5.28346628439086
0,73.5259119902582,31,13,77.4,17,0,-0.0582669102719234,0.229621909234018,5.24329290310849
1,94.6662735501827,48,13,73.3,26,1,-0.39185841625993,0.78450449861084,4.31417883764127
0,34.5104309363941,26,11,9.7,3,1,-1.97507421793308,0.0221270702377435,6.34472171998271
0,75.1943453601983,35,12,26.9,15,1,-0.184732148967693,0.226493380247143,5.49961365145159
0,46.6380945475909,21,10,8.3,4,1,-1.07159835417633,0.0579084120220228,6.5056269362685
1,105.775417090635,52,10,17.3,34,1,-0.095403051951169,0.98,4.59255178987957
1,83.3378398135281,40,15,31.6,20,1,-1.87115098889705,0.0749274359844181,4.98567934733469
0,91.5000361384717,37,12,50.7,19,1,0.292171823291484,0.542881548677814,5.0472603691244
1,105.231294533788,37,12,57.9,17,0,1.20286329827853,0.568440471523658,4.8632603691244
1,102.139990932837,19,13,42.1,2,0,0.940369753455943,0.609715665967775,5.42761735197886
1,120.772464929016,28,17,70.5,12,1,-0.0889209108439123,0.589839121404588,5.27225018525816
1,129.828026936512,39,17,60.7,24,0,0.17197150945494,0.903222738216663,4.93534143206928
1,147.399117388945,42,14,110.9,28,1,1.43400319587639,0.98,4.54346628439086
0,69.2475623955997,41,11,26,20,0,-0.551516460515754,0.209254522359517,5.97530985288139
1,105.120192167933,49,15,209.7,32,0,1.00692044336462,0.98,3.94038691346617
0,60.3560253780319,32,12,17.7,15,0,-1.03237857351671,0.0454614458546077,5.57426647752179
1,83.7293074943684,25,14,66.9,5,0,-0.0835694489394641,0.180735557546267,5.14227443832449
0,69.0188167080922,30,13,31.9,12,0,-0.451474784000963,0.0805166482096848,5.1941868505573
0,91.923342922986,43,14,19.8,22,0,-0.837712844500444,0.299634589873147,5.29733051564472
0,40.7596492448858,22,9,4.3,3,1,-1.38059111657161,0.0403118190876007,6.42691158717142
1,114.840131103271,44,14,159.7,28,1,1.18690139157459,0.98,4.66804962660221
1,63.2852611348005,21,13,24.2,0,1,-0.331664806320016,0.332762887259581,5.6816269362685
