"scholarship","completed","gpa","parental_income","first_generation","sat_score","distance_to_college","financial_need","ps","tau_true"
1,1,3.54001016225496,89.5,1,1322,7.2,45,0.594721143737444,0.34
0,1,3.04598957230468,240.6,0,967,33.3,20,0.203185324133461,0.04
0,0,2.94376032756497,51.1,0,1054,53.8,49,0.552512050261061,0.04
1,0,3.1471082090494,58.4,0,1064,50.7,68,0.698129837921287,0.04
1,1,2.78722122762915,77.3,1,1123,0,93,0.93582427497809,0.4
1,1,2.35687529401336,39.5,0,1054,51.5,46,0.621108061124564,0.04
0,0,2.55196894127283,99.4,0,940,57,50,0.559726381074556,0.04
0,1,3.19704215519751,84.4,0,1202,0,72,0.755260788933666,0.24
1,1,2.32552180001263,90.5,0,1228,27.9,31,0.457757958751354,0.08
1,1,4,25,0,993,0,48,0.501495737876722,-0.06
1,1,2.71158020203355,69.4,0,928,41.7,36,0.43929512969388,0.04
1,1,2.75964244233088,49.3,0,1437,34.7,60,0.719448015107872,0.14
1,0,2.81181042386813,75.5,0,995,0,64,0.73062834344501,0.04
1,1,2.75865940732479,42.3,0,1128,29.2,75,0.82217810548448,0.2
1,1,2.44434516989315,88.6,0,993,61.9,63,0.699054740771571,0.04
0,1,3.03549771358733,93.9,0,966,27.2,23,0.27838345878473,0.04
1,1,3.46133290704134,57.5,1,1306,1.5,82,0.885314164210216,0.5
0,0,3.37944432624087,261.9,1,980,29.3,25,0.30526388613155,0.24
0,0,2.13627777256195,57.3,0,1092,24.3,45,0.646287185447261,0.04
0,1,3.38227473750582,56.1,1,984,44.6,61,0.72662096233911,0.24
1,1,2.81483110314191,216.1,0,1088,25.9,25,0.279565605089411,0.04
1,1,3.32565018746665,31.8,1,1072,26.9,76,0.865211188055171,0.4
0,0,3.31716544456554,84.2,0,1006,42.8,47,0.456147612199492,0.04
1,0,3.20837611024571,85,0,846,33.1,35,0.355267585128761,-0.02
1,1,3.11700275065123,75.5,1,1097,51,76,0.834852672506126,0.46
1,1,3.09733949183618,60.4,0,1203,5.6,71,0.770245602286697,0.24
0,0,3.13516491128419,66.9,0,1025,42,69,0.706004927329612,0.04
0,0,3.17121714713787,145.3,1,1138,20.7,52,0.644961258146016,0.24
0,1,3.2095502605977,160.6,1,1341,49.4,59,0.680390425340083,0.34
1,1,2.38955452057491,50.5,1,1067,37.3,77,0.89714492614678,0.4
1,1,3.14134413521999,85.4,1,1205,64.5,71,0.792901045248413,0.5
0,1,3.73933832003267,33.4,0,1038,3.8,60,0.633088160330192,-0.06
0,1,3.80029693094647,100.8,0,1158,2.7,54,0.500753464136379,-0.02
0,1,2.66292786357092,78.7,0,1267,9.4,33,0.463779605525502,0.08
0,1,2.54295748873674,332.2,0,1047,81.9,13,0.160611582430446,0.04
0,0,2.06955201605645,146.4,0,1214,39.2,5,0.221781338961282,0.08
0,1,3.80340319644126,172.5,0,1282,25.1,46,0.369225354449024,-0.02
1,1,3.15083428359868,70.2,1,1100,39.1,60,0.738411750845522,0.24
0,1,2.45383112815312,200.7,0,866,39.7,8,0.178919389336819,-0.02
0,0,2.77716282451345,275.6,0,1051,39.6,9,0.154041294957321,0.04
1,1,2.72904036128619,47.5,0,1149,39.1,60,0.70628313474902,0.04
1,1,3.53606681629126,17.5,0,980,8.8,59,0.680151353106817,0.04
1,1,2.23413170739051,64.9,1,787,61.6,70,0.847223612694864,0.24
1,1,3.32420912500602,43,0,1330,22.9,38,0.453596886942023,0.14
1,1,2.80342389572789,131.2,0,1081,59.4,65,0.656874880161201,0.04
1,1,3.329529818214,83.1,1,867,13.1,64,0.754594605965551,0.18
1,1,2.90991260120318,86.5,0,1145,56.5,40,0.43416919530867,0.04
1,1,3.52347901833048,138.6,0,1461,41.1,21,0.206465745049086,0.2
0,1,3.0978305626963,194.6,0,941,5.4,1,0.121359682326102,0.04
0,1,2.65924632513497,113.3,0,989,42.3,39,0.445634052488832,0.04
1,0,1.70482387090217,75.6,1,977,35.7,83,0.930932057280779,0.4
0,1,2.61495346405959,148.6,0,1205,4.2,48,0.577450317408173,0.08
0,1,3.20648016897205,97.8,1,709,65.4,53,0.605008196364269,0.24
0,0,3.22958114256454,43.4,0,1089,19.3,42,0.494738524255076,0.04
0,1,3.24793806195001,42.7,0,897,28.2,43,0.481545036853027,-0.02
1,0,2.31646776436456,57,0,1286,55.7,59,0.72620221510379,0.08
1,1,3.02566127868924,68.7,1,1057,0,80,0.887335933259017,0.4
0,0,2.59897388220347,177.3,1,1107,25.3,40,0.575063657594998,0.24
1,1,2.99891824917693,104.8,1,1288,12.7,73,0.843089068172097,0.44
1,1,3.05607624202251,74.2,1,989,26.7,67,0.797988864598243,0.24
1,0,3.07466419325641,58.4,1,1110,68.9,56,0.697547304721282,0.3
0,0,2.03339520062632,70.1,0,877,28.7,56,0.72525066865074,-0.02
1,1,2.75480375970649,41.3,0,1192,22.5,42,0.56594301069339,0.08
1,1,3.10500575741394,44.7,0,1028,20.4,57,0.650059170806028,0.04
0,1,2.48542072761995,151.2,1,1252,12.9,28,0.502759355311084,0.28
1,1,3.37533999274008,63.2,1,1144,12.8,74,0.838608286704313,0.4
1,0,2.27055051578668,64.6,0,907,39.7,57,0.703050372212206,0.04
0,1,3.84000335493413,162.7,0,1238,46.4,30,0.216851120413326,-0.02
1,1,3.66589733960256,85.6,1,986,34.4,68,0.741351390188874,0.14
0,1,2.61393836741994,64.6,1,973,23.4,96,0.942151456777279,0.4
1,1,3.06611784401255,78,0,1361,27,70,0.743003786020662,0.14
1,1,2.83660161259159,209.1,0,1122,4.2,17,0.237681247802375,0.04
0,1,2.89916277846415,395.4,0,1135,62.3,0,0.090299114599325,0.04
1,1,2.58574161109136,23.2,0,1194,57.6,84,0.885006906267963,0.24
1,1,3.76460878869315,50,0,895,21.7,62,0.595517906092833,-0.12
0,1,2.76914469606718,80.6,0,1195,26.2,32,0.415306305803632,0.08
1,1,3.78888924592208,148.8,1,839,9.1,57,0.616880353332277,0.08
1,1,2.70967165314483,44,0,962,30.6,57,0.685610084953558,0.04
0,0,2.58106819625722,150.4,1,1069,6.6,59,0.766656789243566,0.24
0,0,2.70687181181089,86.5,0,1164,49.2,86,0.848602447438676,0.24
0,1,3.06726213520432,71.5,0,1044,58.1,45,0.467287193167116,0.04
0,0,2.41136329317089,53.5,0,1230,22.8,40,0.577235243736822,0.08
1,1,3.26703414336043,227.4,0,886,15.7,27,0.243210770071006,-0.02
0,1,2.43344926009456,40.9,0,1035,34.3,89,0.90322236719589,0.2
0,1,3.61552615086415,106,0,1260,48.5,31,0.267894485553941,-0.02
0,1,3.79302318379189,56.3,1,959,26.2,78,0.823206533952982,0.3
1,1,2.70107083953469,23.5,1,1148,44.2,82,0.918143669119139,0.4
0,1,3.40843917594356,74.9,1,1028,17.7,68,0.78497826537377,0.24
0,1,3.38912334560865,34.5,0,1106,23.2,39,0.45535248934407,0.04
0,1,2.32586911984981,177.1,0,1121,0,16,0.297332102316656,0.04
0,1,3.00183838028016,96.3,0,1058,2.7,36,0.42796106727664,0.04
1,1,2.66795368052121,87.3,0,1153,36.7,52,0.60701647573519,0.08
1,1,3.5165490375552,51,1,1332,39.2,67,0.784382995826471,0.34
0,1,3.83818129652002,66.3,0,1075,45.6,51,0.442393297626891,-0.06
0,1,3.02468093675474,290.5,0,744,34,13,0.148528936736682,-0.02
0,1,4,92.3,1,836,31.2,52,0.552725839921568,0.08
1,1,2.66809970036219,86.5,0,1324,5.4,46,0.593324597946343,0.14
0,1,3.03111625140683,144.5,0,1008,38.2,50,0.493089629409131,0.04
0,1,4,90.4,0,995,32.6,48,0.380138893983225,-0.06
1,1,2.68360977892176,81.3,0,1248,44.7,64,0.713905967030523,0.08
1,1,3.07397492905104,84.3,0,1245,31.1,54,0.586325324964034,0.08
1,0,2.86226146162675,27.3,0,794,72.5,61,0.681191940662622,-0.02
1,0,1.66036265918857,37.4,0,1035,26.1,63,0.84280578260103,0.04
1,1,2.68538931351117,191,1,1189,50,16,0.308534053747803,0.28
0,1,3.26267919045357,28.8,0,1108,2.6,35,0.467701063173319,0.04
1,0,2.4080128590346,193.1,1,1186,57.4,31,0.471787343380415,0.34
1,1,2.87910554517362,34,1,1187,30.5,65,0.835328562753767,0.28
1,1,2.94021400109862,43.4,1,926,35.7,82,0.892871379764568,0.4
0,1,3.52528690749491,114.4,0,1091,21.8,31,0.288715437976334,0.04
0,1,1.97171015311944,31.5,0,1229,55.4,51,0.729936847586873,0.08
0,1,3.40425436946235,135.9,0,968,41,36,0.310425648872135,0.04
1,1,3.15986085157791,127.3,1,1304,9.6,55,0.700441566559359,0.34
0,1,3.73956456287943,199.8,1,1115,50.4,37,0.378657119787412,0.2
1,0,2.78705218511507,81.6,0,1018,25.7,49,0.570188088327177,0.04
1,1,3.20933809331974,82.5,0,1033,33.3,53,0.544292837804534,0.04
0,1,2.96085379183205,37.9,0,1256,35.1,46,0.573467334794589,0.08
0,1,3.02964827799645,134.1,0,1161,72.7,22,0.224501994135378,0.08
0,1,4,52.4,0,1248,81,57,0.467997058238498,-0.02
1,1,2.93114677532062,94.6,1,992,31.2,47,0.633261090559222,0.24
1,1,2.75231271994343,75.3,1,1251,0,54,0.764129544534449,0.28
0,1,3.36971546582877,129.1,0,1017,48.9,44,0.385236915740905,0.04
0,0,3.87815282232308,149.8,0,1282,53.3,47,0.34944690124983,-0.02
0,0,2.97501520061271,48.9,0,1022,62.2,61,0.654924280949657,0.04
1,1,1.89418089015305,163.5,1,946,38.9,52,0.73812773043806,0.24
0,1,3.33005495813898,214.3,1,1287,47.4,25,0.32167061451928,0.28
0,1,3.44101339627516,51.1,0,1149,19.2,57,0.606667712734677,0.04
0,1,2.60127168099355,97.6,0,1255,63,27,0.343068553587814,0.08
1,0,1.94583691141079,88.7,0,1106,18.3,49,0.684980943292825,0.04
1,1,2.98990689759103,70.6,1,1234,50.8,57,0.725879680089133,0.34
1,0,1.93019034384995,58.2,0,1278,40.3,60,0.783794458447918,0.08
0,1,2.49763350499146,92.5,0,906,28.5,44,0.541596726291216,0.04
1,1,3.2538095943104,123.3,0,1189,59.7,28,0.262042270668354,0.08
0,1,3.60902379397027,65.2,1,1029,14.3,55,0.675712733478165,0.14
1,1,2.57261560730359,104.3,0,778,26.5,47,0.547123144709717,-0.02
0,1,2.96035299692685,207.6,0,1264,24.2,26,0.284145329724006,0.08
1,0,2.55614362859913,202,0,1406,37,15,0.23959946700032,0.14
0,1,2.97047328117136,66.5,0,930,15.2,38,0.455732204165081,0.04
0,1,3.12041037644119,52.5,0,1011,46.9,38,0.422102932158048,0.04
0,1,3.33836489844927,64,1,1037,19.6,41,0.570808375439021,0.24
1,1,2.5461265965924,64.6,1,1281,13.2,73,0.883303190351058,0.44
0,0,2.63996053109301,84,0,1240,43.2,59,0.675682289446603,0.08
0,1,3.03085736055708,35.3,0,906,6.9,51,0.625617107496015,0.04
1,1,2.90641788639579,70.1,1,1077,30,69,0.824521854378146,0.24
1,1,2.91436387626611,74.7,1,996,41.2,63,0.771441931222183,0.24
0,1,2.54581416435127,85.9,0,1038,36.4,29,0.391505087977053,0.04
0,0,3.22295579224214,80.2,0,1200,22.1,47,0.507249003306268,0.08
1,1,2.91849002519838,52.5,1,1118,14.2,68,0.84037472079441,0.24
1,1,2.4025927880684,132.8,0,1117,0.2,52,0.649300761196013,0.04
1,1,3.22605235079484,72.8,0,1072,0,42,0.479833636307576,0.04
1,1,2.92112648627556,191.4,0,1170,8.2,37,0.403023951856752,0.08
1,1,3.76522501308941,66.5,0,1151,0,64,0.633550854021375,-0.02
1,1,2.73978012717074,8.7,1,1031,0.1,82,0.943928252965063,0.4
1,1,2.25283579541419,129.7,1,997,57.5,59,0.758230728444782,0.3
1,1,3.24767667634349,96.4,1,1310,16.7,65,0.778257495789541,0.34
1,1,2.24881240114077,237.8,1,1117,18,16,0.368171946396305,0.24
1,1,3.1090030806224,175.6,1,1097,18.4,64,0.741421527766165,0.24
1,1,3.13670065350869,74.9,0,1093,4.8,63,0.68669390093363,0.04
0,1,2.84047741753313,126.2,0,913,27.5,25,0.296958074620465,0.04
1,1,2.66067102433904,58.9,1,952,0,67,0.84960868347583,0.24
1,1,3.37097602502408,147.5,0,1156,0,58,0.575615348246842,0.08
1,1,3.36312741790308,117.9,0,1233,13.5,33,0.338767997633311,0.08
1,1,2.07487652547256,31.9,1,1148,1.8,55,0.85014206033111,0.24
1,1,2.96358795979814,200.9,1,1038,55.3,58,0.660857385849782,0.3
0,1,3.65633492986327,110.6,0,820,29.7,37,0.304313204114889,-0.12
1,1,3.05548072690233,66.5,1,1250,33.6,51,0.689800830480665,0.28
0,0,2.78452839410186,81.7,1,893,89.2,59,0.701778256815818,0.24
0,1,3.73360905296217,247.6,0,1106,7.5,16,0.146237426389954,-0.06
1,1,3.15220528538216,85.6,1,975,49.5,60,0.71202709456881,0.24
0,1,3.1105384325057,107.4,0,1084,37.4,35,0.362070691392416,0.04
0,0,3.80521607648941,70.6,1,1146,30.2,74,0.792368522348583,0.3
1,0,2.68863973838087,56.2,0,1114,47,55,0.647920967889407,0.04
0,0,2.72114304988878,74.7,0,1112,21.7,50,0.604534081455758,0.04
0,1,4,58.7,0,946,7.7,56,0.51189951120651,-0.06
1,1,3.4193320059766,56.4,1,974,35,95,0.913599714978415,0.4
1,1,3.28797816971813,53.9,0,957,7.1,49,0.546881452172611,0.04
1,1,3.1016227664913,87.2,1,1017,41.6,56,0.691929911655097,0.24
1,0,1.95485549683859,23.5,0,1029,0,62,0.847671138220804,0.04
0,1,3.22615548980761,57.6,0,859,59.4,56,0.557050162830991,-0.02
1,1,3.25898506269523,92,0,1013,36.6,57,0.564793699323731,0.04
1,1,2.86385162553068,14.9,0,926,39.5,75,0.839970991498349,0.2
1,1,2.66594734963737,39.1,1,936,19.8,70,0.866492913508412,0.24
0,1,2.86602480207001,39.9,0,929,31.1,56,0.661498667689264,0.04
1,1,3.00615005848233,100.5,1,934,36.4,83,0.869532664682303,0.4
0,1,3.64204814674991,70.9,1,1107,21.2,40,0.521144885337368,0.14
0,1,3.01397567271237,116.1,1,968,36.9,62,0.734860292562563,0.24
1,0,3.12905308148201,154.1,0,992,39.2,54,0.513047333725356,0.04
1,1,3.3714804218622,33.6,1,1153,10.8,78,0.880150399172642,0.44
1,1,3.39268793447583,43.7,0,1331,0,65,0.721673724968559,0.14
1,1,2.71574541289355,93.1,1,1243,30.5,48,0.680860559714234,0.28
1,1,2.98681021919844,209,1,1291,50.2,43,0.532673146295674,0.34
1,1,2.51692823760586,75.7,1,1116,2.2,56,0.78937983120086,0.24
1,1,2.64061952936364,129.1,0,1116,35.3,51,0.574005932350567,0.04
1,1,2.83998969140854,83.7,1,1097,26,54,0.721537806414573,0.24
0,1,2.79775523205642,159.8,0,922,0,32,0.377373699679051,0.04
1,1,3.76119648538284,87.9,0,1284,30.1,37,0.330350226194375,-0.02
0,0,3.05048699450655,69.6,1,1020,28.3,64,0.781560363139867,0.24
1,1,3.32221115213142,135.1,1,972,0,42,0.548797079972875,0.24
1,1,3.7501620865782,89.7,0,1114,37,62,0.55502493465705,-0.06
1,1,3.49405671648907,148.1,1,1166,35.8,50,0.574559979997722,0.28
1,1,2.43617473138322,54.2,1,1017,31.1,62,0.823368505555265,0.24
1,1,3.32217011540869,63.6,0,1274,39.5,51,0.535044047877119,0.08
1,1,3.44988294901512,47.7,1,1003,29.7,84,0.878748825003517,0.4
0,1,3.54675415936147,82.1,0,1245,17.5,64,0.635508606913598,0.08
0,1,2.89140439411538,112.1,0,1208,29.1,25,0.3121195686291,0.08
0,1,3.54080955863878,109.3,0,731,0.5,32,0.298637929773965,-0.02
1,1,2.93571420842873,242.8,0,1240,0.4,14,0.208270790557265,0.08
0,0,3.53446115365631,77.9,0,1134,37,49,0.465966611888167,0.04
0,1,4,203.7,0,912,35.8,0,0.0647940655313955,-0.06
0,0,2.59015123642789,102.4,0,1267,44.9,37,0.456559158708216,0.08
0,0,2.78062316209308,76.7,0,1157,15,55,0.651379342205473,0.08
1,1,2.52307824395454,50.7,1,1114,27,66,0.848016102479772,0.24
1,1,2.66116579894097,102.7,1,852,13.7,69,0.828118572312402,0.18
1,1,3.0586933610852,75.7,0,1134,42.6,70,0.720834781793871,0.04
1,1,2.99757544759329,79.9,0,1166,0,73,0.782914741956667,0.24
0,1,2.84474199663372,54.6,0,994,14.5,52,0.628316329700683,0.04
1,1,3.28092535445364,228.1,1,1040,54.7,44,0.481438703007122,0.3
0,0,2.51074202908726,168.1,0,1317,52.1,23,0.299971120068949,0.14
0,1,2.64835417173105,143.7,0,1316,9.8,18,0.290363283415252,0.14
1,0,2.29280368115448,125.9,0,1478,3,50,0.665768055978132,0.2
0,0,2.17410244977457,115.3,0,1319,43.2,30,0.440824927987844,0.14
1,1,2.72569929915979,57.2,0,1126,68.2,62,0.68447138968483,0.04
1,1,3.10752762657857,54.6,0,1318,7.1,46,0.563167804619674,0.14
0,1,2.61344207289544,97.3,1,942,17.9,56,0.749092005600777,0.24
1,1,2.59565533566536,20.1,1,1152,40.1,75,0.904461077409636,0.44
1,1,3.04101762383765,142.7,1,1197,33,35,0.48595567895705,0.28
1,0,1.80164927184634,39.5,0,1008,6.6,44,0.712117055674074,0.04
0,1,3.37683208226506,56.6,0,1219,25.3,59,0.625084467763617,0.08
0,0,2.78010134686577,74.3,0,1309,46.2,58,0.658113775234237,0.14
1,1,2.50249399135777,51.2,0,1476,39.8,58,0.727125122783394,0.2
0,1,2.62473083994475,97.6,0,1148,15.2,61,0.707033148841459,0.04
0,0,3.55440406062169,47.5,0,816,53.6,48,0.449275079874774,-0.02
0,1,2.67019766817981,172.1,0,1149,36.8,25,0.302301506407689,0.04
0,1,2.91615033571143,61.1,1,1329,1.9,80,0.9008987182105,0.5
0,0,2.40842916473227,41,1,1089,26.7,75,0.899008923541592,0.4
1,1,3.88269715429041,65.5,0,1243,69.9,60,0.510620907079774,-0.02
1,1,3.6064580500088,78.6,1,1112,0,82,0.863821634740293,0.3
0,1,3.67596092377579,83.7,1,1256,19.5,83,0.856626145022382,0.34
1,1,3.21321102362321,52.7,0,1352,42,42,0.475165027912234,0.14
1,1,2.74965141194156,31.1,0,956,78.4,72,0.775642687701301,0.2
1,0,2.78410709665202,35.9,0,1219,48.3,60,0.711087551014523,0.08
1,0,2.37446406692668,40.3,0,1212,0,43,0.651401022632393,0.08
1,1,2.65844591640862,85.5,1,894,32.1,89,0.913247681590562,0.34
0,1,3.32772203090817,74.9,0,1048,37.1,32,0.328776541757281,0.04
1,1,2.78185421871771,107.7,1,1178,45.9,48,0.646173831808111,0.28
0,1,2.98100500642955,43,1,1176,24.7,73,0.864675015021657,0.44
0,0,2.68428038733595,50.4,0,1031,10,45,0.594909091391233,0.04
1,1,2.31290558724372,192,0,1041,0,20,0.324010564575044,0.04
0,1,3.66584017506263,167.8,0,954,11.6,38,0.311140622931369,-0.06
1,1,2.66657742571677,29.3,0,1135,48.1,51,0.654837333584458,0.04
1,1,3.31033782526475,159.3,0,1055,54.5,30,0.255724802297711,0.04
0,0,3.42823162524326,56.5,0,1072,35.4,43,0.44083173745915,0.04
1,1,3.27323933393635,92.6,1,1361,41.8,71,0.801704064719457,0.5
0,1,2.79732854352022,126,0,928,35.8,22,0.270828518907941,0.04
1,1,2.91764746265401,50.6,1,1113,59.1,85,0.895923574600383,0.46
1,0,2.5696421323007,70.8,0,1319,38,45,0.575068008647543,0.14
1,0,2.76620212277961,103.7,0,1053,37.8,31,0.368934876844818,0.04
0,1,4,91.4,1,1126,30,55,0.601611552169174,0.14
1,1,3.62216998621894,116.1,1,956,52.8,55,0.594020747399545,0.2
0,0,3.00542695263316,67.3,0,903,26,48,0.53635334860921,0.04
1,1,2.90248765529027,39.5,0,780,0,71,0.794500046498955,0.14
0,1,2.4846810250772,396.9,0,1179,59.9,0,0.112893438072895,0.08
1,0,2.60749492036466,106.8,0,1291,41.5,21,0.306943049718985,0.08
0,1,4,109.8,1,1165,48.7,58,0.600801666205964,0.18
0,0,3.55561622548223,37.8,0,1120,56.4,58,0.579785620494294,0.04
1,0,2.9538637638896,18.7,0,958,24.1,53,0.677927071452383,0.04
1,1,2.9303353954535,188.8,0,992,49,29,0.281272908628028,0.04
0,1,3.22841586789318,157.9,1,1151,78.4,28,0.339912879624239,0.34
0,1,2.94261719748746,113.1,1,1064,19.5,36,0.530160550163915,0.24
1,0,2.66580206387667,93.4,0,991,47.4,55,0.610564899460062,0.04
1,1,3.17465231664686,94.7,0,1203,45,28,0.299338489727926,0.08
1,1,3.20624264746606,59.7,1,1071,52.6,84,0.875415204436519,0.46
1,1,3.80244079482141,69.6,0,959,6.2,48,0.449957880276526,-0.06
1,1,2.52998146034372,106.6,0,981,38.9,27,0.354948469202039,0.04
0,1,2.53217736693987,96,0,928,25.1,42,0.519475984556325,0.04
1,1,2.9376765255753,36.8,1,1142,31.2,76,0.880845942175349,0.4
0,1,3.56906564206715,204.2,0,1138,57.8,26,0.192550519060565,0.04
0,1,3.07967360434361,121.5,1,983,38.6,54,0.657504326232035,0.24
1,0,2.73101888254942,38.6,0,1119,19.4,69,0.797744635593193,0.04
0,1,3.8562047461164,103.3,0,1318,13.6,51,0.45946699405049,0.04
1,1,2.52950761662873,39.6,0,1367,5.8,62,0.788839730190363,0.14
0,0,3.23869487974592,97.5,0,1126,0,44,0.481259279087584,0.04
1,1,3.05749640022402,91.3,1,1287,21.3,56,0.72591493662049,0.28
0,1,2.80521498583624,90.8,0,1133,49.5,28,0.337845620009008,0.04
0,0,3.23739360045366,185.3,1,1135,17.7,44,0.547514862478307,0.24
1,1,3.6117531630558,92.9,0,1156,16.7,54,0.516801484904445,-0.02
1,1,3.04482421630703,101.8,0,1134,35.8,41,0.436383350944812,0.04
0,1,3.76827902695306,117.2,0,1155,3.6,46,0.414374747099847,-0.02
1,1,3.6622291009182,204.5,1,871,18.2,36,0.395392016580262,0.08
1,1,2.83970566412733,178.2,1,1207,31.6,62,0.743695910123621,0.28
0,0,2.9696397271599,43.4,1,1089,54,55,0.728457827724421,0.3
0,0,3.02663957204464,99.3,0,1011,33.7,64,0.659155215137882,0.04
0,1,3.63069943847906,43.8,0,1157,15.1,61,0.634438778716218,-0.02
1,1,2.80216723981569,100.1,1,953,1.6,60,0.774112576564985,0.24
0,1,3.79782087571877,258.3,0,1136,43.1,0,0.0690948318937694,-0.06
1,1,3.00910253092518,108.7,0,808,45.4,41,0.40657649791371,-0.02
0,1,3.40247337032706,53.2,0,1366,25.8,39,0.437495919827994,0.14
0,1,2.32927194957791,121.7,0,1165,44.8,32,0.424653865256665,0.08
0,1,2.88030347735146,211.6,0,965,39.5,18,0.206303558594494,0.04
0,1,3.67850377733788,46.8,0,1225,51.6,50,0.480825843281122,-0.02
1,1,2.92186924551126,131.5,1,969,0,64,0.780867397747375,0.24
1,1,2.72570340250483,102.1,0,863,97.7,45,0.435053333728888,-0.02
1,1,2.85913206363653,163,1,1042,46.3,49,0.611833384795178,0.24
0,1,3.56314196979875,29.7,1,1260,23.9,80,0.879358542902844,0.44
1,1,3.70328792629699,91.8,1,953,39.3,82,0.824372847404457,0.3
0,0,2.48404309303597,180.6,0,1171,14.2,42,0.509384020035961,0.08
0,0,2.52425464150552,41.3,0,1278,26.3,33,0.509223844211326,0.08
1,1,2.5330881543017,22.6,0,1127,36.9,49,0.679405798271301,0.04
1,1,3.9733333252559,50.1,0,1006,60.4,60,0.512234310479911,-0.06
0,1,3.18192922268076,94.7,0,1091,68.2,30,0.288120020883511,0.04
0,0,3.09504732316196,53.9,0,1032,19.6,46,0.534430482117248,0.04
0,1,3.27144909474536,73.1,0,1163,48.1,40,0.40716361307635,0.08
1,1,3.59344002017487,98.4,1,1111,18.7,72,0.787310708906319,0.4
1,1,2.92258399345927,129.6,1,951,31.8,67,0.777302724722964,0.24
0,0,3.50953848524912,97.9,0,1387,22.4,48,0.475418145702662,0.14
0,1,3.25124082082788,30.8,0,864,29.7,43,0.499621746923295,-0.02
1,0,1.60746610006071,74.9,1,957,37.8,65,0.871600453195526,0.24
1,1,3.45596467203024,154.5,1,1113,24.5,56,0.641777139197534,0.24
1,1,2.87780276319964,225.1,1,1332,51.4,44,0.551417354229485,0.4
1,1,3.67953808968806,142.1,1,995,35.8,37,0.416308714681258,0.14
0,1,2.51546192506446,88.5,0,1047,59.9,47,0.546440540105147,0.04
0,1,3.59432731693127,61.9,0,1266,62.9,39,0.357375631464328,0.08
1,0,2.08459146517198,94.8,0,1135,6.6,36,0.554964759053804,0.04
0,1,2.92929430606265,90.8,1,1061,19.9,59,0.751276184345625,0.24
0,1,3.13589034329363,216.2,1,1102,48.7,44,0.512677865528354,0.24
0,1,3.3867255088528,92.1,0,1099,34.9,25,0.257130280410715,0.04
1,0,2.317083852716,195.5,1,957,34.2,65,0.791031639079928,0.24
1,1,2.76588756103844,76.1,1,1010,53.3,52,0.688128409435825,0.3
1,0,2.25230300453006,58.9,0,1296,32.3,50,0.678560419091798,0.08
1,0,2.86264166885825,120.6,0,1201,4.5,41,0.487950016388715,0.08
0,1,2.47697937066501,100.9,0,1142,25.4,45,0.566278553852849,0.04
1,0,3.67915005220209,105.6,0,990,42.4,42,0.345261026718227,-0.06
0,1,2.74269287813467,243.8,0,928,25.6,0,0.121399374509963,0.04
1,1,3.04044001160731,43.7,1,1503,4.9,82,0.913028817390352,0.56
1,1,3.31818524722078,50.1,1,1210,45.4,59,0.733359216836106,0.28
1,1,3.74230112221339,63.2,0,687,56.4,35,0.278877478331175,-0.12
1,1,2.00644555020994,131.7,0,1321,46.6,19,0.345924891176563,0.14
1,1,3.54049511970601,59.8,1,839,33.9,51,0.621620508265899,0.18
1,1,3.43608555447692,57.3,1,1107,27.2,66,0.777946809445961,0.24
0,1,3.08318379682343,29.9,0,1282,12.9,60,0.722596365724605,0.08
1,1,3.21992747012525,27.5,0,1119,0,78,0.837646041682934,0.2
1,1,2.53942368186144,99.6,0,1293,49,34,0.432868881825358,0.08
1,1,3.08149215861233,114.4,1,1077,42.3,59,0.705842225868667,0.24
0,1,2.97355771085145,76.5,1,1045,28.8,47,0.647685284884509,0.24
1,1,2.62914893681239,85.5,1,1093,35.8,66,0.814752190058019,0.24
0,1,2.91549502107527,200,0,1183,53.4,24,0.246446026494281,0.08
1,1,2.74704907767005,76.6,1,1248,62.8,73,0.839717555382402,0.5
0,1,3.51503157074745,115.8,1,689,25.9,54,0.609044002150769,0.18
1,1,2.6781286834081,233.3,0,853,0,29,0.336803995764804,-0.02
1,1,3.02391826855496,92.4,0,1344,23.8,48,0.541850696752062,0.14
0,1,3.01223518652807,124.3,1,944,42,62,0.725687282433772,0.24
1,1,2.85391629304785,30.4,0,914,0,38,0.540843743731771,0.04
1,1,3.0580209252274,125.3,1,1110,2.3,66,0.790059708174439,0.24
0,1,2.97220009243663,190.9,0,1245,0,24,0.292057353475814,0.08
0,0,3.05196421982247,76.5,1,1138,47.5,77,0.847224863117636,0.4
0,1,3.0806308711637,105.8,0,1274,17.9,45,0.496881240805918,0.08
1,1,3.66508681411808,124.3,0,781,37.5,31,0.240827742364691,-0.12
0,0,3.12811504180163,43.3,0,1238,25.2,50,0.590656752453539,0.08
0,1,3.90519898155473,130.2,1,1007,39.2,29,0.320460589782824,0.14
1,1,1.83237228690224,32.8,1,1002,30.6,87,0.950683195791182,0.4
0,0,3.22995478335067,60.3,0,1021,43.4,63,0.646889970685298,0.04
1,1,2.85850835507176,53.4,1,1184,59.7,81,0.88296774701935,0.5
0,1,3.48923123487116,100.6,0,1445,41.7,29,0.28389967258712,0.14
0,1,2.82373711084584,113.7,1,1183,41.2,76,0.846766743309394,0.44
1,1,3.35195422863001,88,1,955,17.2,85,0.874443664848395,0.4
