scholarship,completed,gpa,parental_income,first_generation,sat_score,distance_to_college,financial_need
1,1,2.87780276319964,225.1,1,1332,51.4,44
1,1,3.67953808968806,142.1,1,995,35.8,37
0,1,2.51546192506446,88.5,0,1047,59.9,47
0,1,3.59432731693127,61.9,0,1266,62.9,39
1,0,2.08459146517198,94.8,0,1135,6.6,36
0,1,2.92929430606265,90.8,1,1061,19.9,59
0,1,3.13589034329363,216.2,1,1102,48.7,44
0,1,3.3867255088528,92.1,0,1099,34.9,25
1,0,2.317083852716,195.5,1,957,34.2,65
1,1,2.76588756103844,76.1,1,1010,53.3,52
1,0,2.25230300453006,58.9,0,1296,32.3,50
1,0,2.86264166885825,120.6,0,1201,4.5,41
0,1,2.47697937066501,100.9,0,1142,25.4,45
1,0,3.67915005220209,105.6,0,990,42.4,42
0,1,2.74269287813467,243.8,0,928,25.6,0
1,1,3.04044001160731,43.7,1,1503,4.9,82
1,1,3.31818524722078,50.1,1,1210,45.4,59
1,1,3.74230112221339,63.2,0,687,56.4,35
1,1,2.00644555020994,131.7,0,1321,46.6,19
1,1,3.54049511970601,59.8,1,839,33.9,51
1,1,3.43608555447692,57.3,1,1107,27.2,66
0,1,3.08318379682343,29.9,0,1282,12.9,60
1,1,3.21992747012525,27.5,0,1119,0,78
1,1,2.53942368186144,99.6,0,1293,49,34
1,1,3.08149215861233,114.4,1,1077,42.3,59
0,1,2.97355771085145,76.5,1,1045,28.8,47
1,1,2.62914893681239,85.5,1,1093,35.8,66
0,1,2.91549502107527,200,0,1183,53.4,24
1,1,2.74704907767005,76.6,1,1248,62.8,73
0,1,3.51503157074745,115.8,1,689,25.9,54
1,1,2.6781286834081,233.3,0,853,0,29
1,1,3.02391826855496,92.4,0,1344,23.8,48
0,1,3.01223518652807,124.3,1,944,42,62
1,1,2.85391629304785,30.4,0,914,0,38
1,1,3.0580209252274,125.3,1,1110,2.3,66
0,1,2.97220009243663,190.9,0,1245,0,24
0,0,3.05196421982247,76.5,1,1138,47.5,77
0,1,3.0806308711637,105.8,0,1274,17.9,45
1,1,3.66508681411808,124.3,0,781,37.5,31
0,0,3.12811504180163,43.3,0,1238,25.2,50
0,1,3.90519898155473,130.2,1,1007,39.2,29
1,1,1.83237228690224,32.8,1,1002,30.6,87
0,0,3.22995478335067,60.3,0,1021,43.4,63
1,1,2.85850835507176,53.4,1,1184,59.7,81
0,1,3.48923123487116,100.6,0,1445,41.7,29
0,1,2.82373711084584,113.7,1,1183,41.2,76
1,1,3.35195422863001,88,1,955,17.2,85
0,1,3.74563158284672,193.2,0,1283,33.4,8
1,0,1.83800966621654,147.7,1,1120,7.6,64
0,1,3.45921423574359,50.5,0,1237,68.3,34
1,1,2.75370068414971,30,1,1031,20.1,100
1,0,2.84981500341157,22.8,0,1132,39.2,67
1,0,2.27157787350447,83.9,1,1239,42.6,49
1,1,3.47682952224918,82,0,1249,12.9,46
0,1,2.54550905950733,223.5,0,1279,40.7,0
0,1,3.4188617274611,101.4,1,1167,62.2,78
0,1,3.27582483530936,89.7,0,1228,45.5,50
0,0,3.00137661421063,37.1,0,855,33.2,45
1,1,2.22378605019365,95.3,0,1348,44.6,42
0,1,3.43324335910524,116.5,1,1038,74.8,46
1,1,2.71324670644406,26.5,0,1167,16.4,65
0,0,2.58272189611943,106.8,0,1387,20.7,45
0,1,3.79287893276361,53.5,1,1015,45,67
0,1,4,190.8,0,1563,2.7,47
1,1,2.85405204287394,164,1,1048,37.5,56
0,1,3.65535786550254,97.4,0,1023,7.3,49
1,1,2.68760275239454,131.7,1,1392,47.8,46
1,1,3.97189839972817,34.5,1,1143,56.4,75
1,1,3.31562362383704,51.8,1,1155,28.9,87
1,1,2.76823992949842,81,0,1086,60.2,55
1,0,2.49318406933531,81.1,0,1064,41.4,46
0,1,2.93429790084438,204.5,0,1396,31.2,23
1,1,3.79315813534252,115.7,1,1217,48.2,74
1,1,2.95374436232935,131.8,1,1282,2.9,46
1,0,2.53632864103864,58.1,0,1109,31.5,40
1,1,3.36858108058013,139.3,1,926,31.8,44
1,0,3.23549539373152,51.3,0,862,31.8,61
1,1,3.42321222323848,58.1,0,893,6.3,66
1,1,3.47142977173497,268.5,0,1117,32.2,2
1,1,3.33564433130658,23,0,1363,20.5,68
1,0,3.34994169898161,44.9,0,995,1.2,65
1,1,2.72408188138489,96.4,0,1237,18.1,56
1,1,3.05699672589825,72,1,1213,20.2,83
1,1,3.01243071421764,85.4,0,1189,44.9,51
0,1,2.53075157680786,69.8,0,919,20.9,49
0,1,2.7640156598929,51.4,0,1284,22.7,41
0,1,3.4303065803214,328.2,1,869,53.2,12
1,0,3.13484235015852,57.1,0,1044,50.5,49
0,1,3.14742287170094,321.7,0,812,29,0
1,1,3.4169974529871,114.8,0,1439,0,38
1,1,2.89719040149336,309.4,0,912,41.3,11
0,1,3.60771814695242,387,1,996,21.7,0
1,1,2.94442942712542,37.1,1,991,41.1,90
0,1,3.89093511520365,97.4,0,1242,48,20
0,1,3.01148588513972,82.2,0,1128,13.4,54
1,1,3.67606059251361,31.1,0,1035,14.8,65
1,1,3.30911052340139,66.8,1,1151,7.8,59
1,1,2.37468358361676,52.8,1,1314,19.1,79
0,1,2.73397149201182,83.6,0,1000,36.4,46
1,1,3.17986358808866,55.6,1,1121,10.2,74
1,0,3.65310483828412,61.7,0,1266,24.7,60
1,0,2.29971535315065,80,0,928,70.4,49
1,1,2.66549365748973,61.9,0,1020,28.7,66
1,1,2.95719797057606,52.3,0,1243,21.3,55
1,0,1.56510640941249,104.3,0,719,21.7,50
1,1,3.16794466121784,61.7,1,1127,28.9,74
0,1,3.44021494322426,78.1,0,1195,16.4,47
1,1,2.72998053916298,130.7,1,1086,25.9,54
1,1,3.27992411725567,155.9,1,1076,35.9,65
0,0,3.05898945153681,103.4,0,1266,31.8,31
1,1,3.58542185271188,35.1,1,983,16.2,64
0,1,2.77277759408451,93.9,1,1242,63.9,54
0,1,1.94195592682076,371.9,0,1091,20.1,0
0,1,2.31271849761411,140.5,1,1012,26.4,56
0,1,2.50889446535004,148,1,1005,68.3,54
0,0,2.10206697910762,184.5,0,1010,15.2,48
1,1,3.23468335196365,47.3,0,1077,19.1,41
1,1,2.9097288610433,77.1,0,1274,18,54
1,1,3.49768092093432,38.1,1,976,49.2,59
0,1,2.71102655827633,494.4,0,767,12,0
0,1,2.97864123666152,156.7,0,1180,34.2,17
0,0,3.12272440139542,49.2,0,1014,15.9,62
0,0,3.2799787527829,49.7,1,1135,42.6,58
1,0,2.36259296937913,57.1,0,1239,11,48
0,1,3.64035155699008,165.9,0,877,38.2,3
1,1,3.15228518401389,35.2,0,820,26.6,62
0,0,2.57091703625308,110.7,0,1366,66.3,59
0,1,2.94261195464097,127,1,1054,62,54
1,0,2.07200979936018,84.8,0,981,19.1,55
1,1,3.17929446152656,29.2,0,1282,36.7,68
0,1,3.74561392880671,24.8,0,940,37.5,39
1,1,2.8816302625725,126.6,1,1075,46.6,61
0,1,3.62378686955778,192.3,0,1339,77.1,11
1,1,3.26899250554689,42.8,1,1187,34.6,85
0,1,2.45170762569682,50,0,1321,40,53
0,1,2.95718013746308,120.5,0,1006,44.5,26
1,1,3.08000581076133,67.2,0,1149,12.5,63
0,0,2.68907125019757,93.1,0,1162,0,28
1,1,3.4805984027936,32.1,0,1220,43.4,47
0,0,2.60926112831627,263.3,0,1294,40.4,3
1,1,3.63406162082715,107.3,1,1122,46.4,86
1,1,2.45306486838476,85,0,1198,24.1,59
0,1,4,57.7,0,1010,29.6,51
0,0,3.32063929660085,51.1,0,1375,52,66
0,1,2.54370613152893,68.7,1,1032,67.6,42
1,1,2.79770914473058,141.3,0,1023,25.3,42
1,1,2.76332642994839,137.9,1,1303,33.4,42
1,1,2.90243846832956,46.4,0,1344,22.1,64
0,0,2.58669148535087,99.7,0,1223,24.9,8
0,0,2.39714094110075,184.6,0,1219,39.1,10
0,1,3.67881103445175,53.6,0,1133,11.1,67
1,1,2.35060505459674,111.4,0,1521,26.7,35
1,1,3.18831582743043,98.7,0,1286,1,39
1,1,2.97577128772389,125.5,1,1037,0,61
0,1,3.38541423063632,54.2,0,1120,19,33
0,1,3.70750911407992,144,1,966,0,27
1,1,3.14769987541701,37.6,0,1106,56.2,49
1,1,3.39290212873414,60.1,0,974,11.6,61
1,0,2.4543256917525,96.1,0,795,61.9,43
0,1,3.12226342877984,34,1,905,36.3,50
0,0,2.6196004248874,66.5,0,1424,42.6,53
1,1,2.62782069114129,71,0,880,6.7,42
1,0,2.66255451737351,65.7,0,1024,8.5,52
0,1,4,91.8,0,957,13.8,50
0,0,2.30475587560944,123.6,0,1079,41.9,8
0,0,3.16815168129039,290.2,0,1322,30.8,20
1,0,2.87160551724046,38.2,0,914,40.5,55
1,1,3.23426198582338,43.7,0,1159,69.2,45
0,1,3.1594716677152,159.3,0,1185,12,26
1,1,2.7819055246889,92.3,1,734,17.9,76
1,1,2.87489595662861,89.3,1,978,26.4,61
1,1,3.23185552547852,84.8,0,971,17.3,17
1,1,4,67.4,1,1010,22.5,81
1,1,4,137.7,0,1165,6.5,36
1,1,2.7440957413551,52.5,1,1086,50.3,79
1,0,3.16905504846384,60.5,0,1033,18.9,38
1,1,2.90247672098433,54.3,0,1066,27.2,33
0,1,2.38078212088546,72.7,0,1198,58.8,46
0,1,2.52399946281421,94.6,0,1162,54,27
0,0,2.66383249761223,54.5,0,1286,41.9,55
0,1,3.39350952636335,105.3,1,1030,47.3,62
1,1,3.23779441233173,38.8,1,1058,25.6,77
1,0,2.9005186934869,79,0,1347,26.4,58
0,1,3.36941491501046,71.6,0,1195,27.2,46
1,1,3.06626311080259,67.6,1,1203,26.1,70
0,1,3.29134999853771,48.7,0,1006,24.5,66
1,1,2.93645881694412,85.8,0,1150,0,47
1,1,2.9353532686524,63.1,1,1036,24.8,52
0,1,2.1392876803261,37.2,0,1361,14.4,45
1,1,2.89660235064027,110.2,1,1172,25.4,71
1,1,1.51604348750622,60.6,0,1335,0,58
0,1,2.8963717020473,189.2,0,1193,57,18
1,0,1.69756435176763,108.9,1,1076,30.6,51
1,1,3.46000127854939,135.5,1,1073,41.5,39
1,1,3.22936344318237,48.1,1,981,23.6,66
1,0,3.58045914121285,48,0,1062,9.3,37
0,1,3.08585377199366,273.4,1,1161,13.3,30
0,1,3.32794210684476,69.7,0,1056,39.1,41
1,1,3.5743680490303,42.7,0,1111,29.6,73
1,1,2.75937550431006,32.4,1,1435,0,95
1,1,3.70378197489938,20.4,0,876,21.2,45
0,1,3.30150149832138,199.7,0,1163,10.7,25
1,1,2.00821479198025,26.9,1,1062,36.3,65
1,0,2.4435279226038,158.7,0,1227,31.5,50
0,1,3.34855316453442,121,0,1009,36.5,28
0,1,3.82388987018004,90.3,0,1083,24.2,39
1,1,2.98610962153034,140.9,1,933,0,50
0,1,2.97732897158769,160.4,1,1108,2.2,41
0,0,3.07870640262494,87.2,0,1075,47.6,52
0,1,3.28215742927318,147.3,0,1067,48.3,34
1,1,2.49606542645127,122.2,1,1193,31.2,46
1,1,3.39000699724294,97.8,1,920,13.1,50
1,1,3.21115118751008,69.4,1,1171,40.7,73
1,1,3.83272870478647,27.6,0,843,57.9,60
0,1,2.75027421145252,46.3,0,1201,22.9,61
1,0,2.74711239607675,122.7,1,846,0,51
1,1,2.7739314490282,35.6,0,1258,59.8,53
0,1,3.95972589495136,56.2,0,933,36.4,55
1,1,2.99124208527755,69.5,1,823,31.5,68
0,1,2.82414971062667,230.1,1,997,17.4,40
0,1,2.85513127934406,210.8,1,1219,20,30
1,1,3.45173896496129,66.9,0,1223,2.6,56
1,1,2.06411901275662,115,1,1000,0,80
0,1,2.66011403931369,119.7,0,1130,78,38
0,1,2.83504506356155,104.4,1,1111,21.7,63
1,0,2.42940562800563,38.2,0,726,9.5,48
0,0,2.30652868544953,179.4,0,1019,42.3,32
1,1,2.52885508572005,96.7,0,1258,35.5,49
0,0,3.13012003629999,112.5,1,1182,20.1,57
1,1,3.09987015580854,46.7,0,1015,34.4,80
0,1,3.88894102946363,54.3,0,922,30.5,32
0,1,3.69903395927064,147.8,0,1164,38.3,16
1,1,2.81039249230988,29,0,1295,10,50
0,0,3.28547893919512,71.8,0,1076,28.3,51
1,1,2.65017626487503,152.8,0,1233,51.7,34
0,1,4,125.7,0,1221,0,32
1,1,3.37485696899212,72.5,1,964,9,57
1,1,2.34742797281987,72.5,1,1201,41.7,72
0,0,2.29390382101044,147.4,0,1066,24.9,27
1,1,2.98199838681616,71.4,0,1177,64,64
1,1,2.9791239955189,51.9,1,1086,47.4,69
1,1,2.78672941644138,35,0,1197,43.2,71
1,1,2.40797026557268,52.4,0,1200,50.4,68
1,1,3.10049209105996,78.8,0,1081,57.4,69
1,1,2.6116757486182,135.2,1,1204,9.1,67
0,0,2.9068308092494,117.7,1,873,30,55
1,1,2.49022995381874,111,0,1173,15.9,37
0,1,2.73384791107943,57.8,0,1358,21.9,71
1,1,3.41467696761316,403.1,1,919,43.1,13
1,1,2.49798867859247,17.3,1,1061,0,78
1,1,2.29790570725941,80.1,1,997,87.6,60
1,1,2.36100587300433,44.6,0,1123,31.3,66
1,1,2.93454188266116,71.2,1,883,17.8,58
1,1,2.28912505909815,73.8,1,880,36.2,62
1,1,3.30709773291034,31.7,0,1388,18,65
1,1,3.26662834882641,92.2,1,1126,9.2,60
0,1,3.52971064058952,56.8,0,1383,38.3,43
1,1,2.59664853808015,73.6,0,1003,58.1,52
1,1,3.13045008965369,48.3,1,1067,50.2,98
1,1,2.69827039453428,73.8,0,1046,17.6,51
0,0,2.75823414683402,144,0,1227,34.7,40
1,0,3.19971033299629,24,0,1024,28.3,69
1,1,3.27949911507357,52.9,0,1192,36,49
0,0,2.0170102786568,66,0,957,28,51
0,0,3.21001977824079,63.6,1,1197,0,50
1,1,2.54777335648377,123.1,1,1152,36.1,66
1,0,2.51187399886749,109.3,0,925,6.4,26
0,1,3.06876678925166,85.5,1,1042,40.1,51
0,1,2.66396490497105,61,0,992,34,69
1,1,3.12823890282594,62.7,1,1284,17.5,67
1,1,3.45236878590549,27.5,1,1507,37,86
1,1,3.45021760616884,43.4,1,1055,36.1,98
0,1,3.24225528458973,90.7,0,1079,21.1,58
1,1,3.14586538580306,46.8,0,827,18.4,52
1,0,2.30563120876207,68.2,1,1065,34.3,62
0,1,2.53373379885001,394.2,0,1129,40.3,0
1,0,3.03276402472567,347,0,939,40.4,12
1,1,2.10396947413487,75.1,0,1014,8.3,51
0,1,2.77104972919674,69.3,0,1124,35.5,42
0,0,2.26666539970305,150.6,1,744,20.9,39
1,1,2.20158066821903,102.5,0,992,16.1,36
0,1,2.81715036959116,77.4,0,1184,14.7,42
1,1,2.08464801514831,196.9,1,1414,45.2,41
0,1,3.64954398635464,140.8,0,1228,43.3,20
0,0,3.34468356674971,49.4,0,1174,45,52
1,1,2.25865759270246,29.3,1,1070,0,96
0,1,3.55636869736285,64.8,0,1106,17.6,34
0,1,3.03936316059708,105.2,0,1145,15.8,37
0,1,2.89475775910808,87.6,0,1227,48.9,19
0,1,3.91402356862329,41.9,0,1230,25,45
1,1,2.20310958956027,51.1,0,1032,23.4,63
0,1,3.23499515304048,37.6,0,1252,54.9,31
0,1,2.30003977333059,97.5,0,864,34,41
0,1,3.18663035216106,42.7,0,1086,35.1,76
0,0,3.14588140205115,49.2,0,709,36.1,46
1,1,2.43169527473299,109.9,0,1518,22.9,37
1,1,3.38860047339404,108.7,1,1094,2.3,48
1,1,2.33362455212856,28.6,1,1067,49.1,74
1,0,2.77789574637866,139,0,1259,0,43
1,1,3.05201829669996,96.7,1,900,35.4,63
1,1,2.97087470704885,80.5,0,1452,0,45
1,1,2.17013091718963,73.6,1,1046,26.5,65
0,1,3.26352394691469,254.2,1,1137,36.6,38
1,1,3.44389980876944,118.3,0,950,34.6,49
0,1,4,231.4,0,1113,35.6,36
1,1,2.91171363910229,127.8,1,1261,13.9,77
0,1,2.87070067373462,58.3,0,1022,49.8,41
1,1,3.28899668705999,76.1,0,1092,36.9,57
0,0,3.22710815085406,115.8,1,1197,31.4,62
1,0,2.16448366456299,60.7,0,1354,49.1,24
1,1,3.30317834248664,51.5,0,1450,0,60
1,1,2.43136619190088,45.8,0,874,21.8,64
0,1,3.54799733554132,116.7,0,980,22.7,55
1,1,2.84536609257971,95.5,0,1150,50,46
0,0,3.09616607105393,257.9,0,616,15.6,0
1,1,3.10424432885066,55.5,1,869,0,54
1,1,3.26145679177044,70.3,0,1088,0,32
1,0,2.09270175262497,80,1,1037,68.8,59
1,1,3.25714914657225,65.5,1,1078,0,58
1,1,3.41596361667098,61.9,0,980,76.9,54
1,0,2.253555778912,133.1,0,783,37.7,48
0,0,2.89147170875383,61.4,0,1024,23.3,64
1,1,2.52581007124807,116,1,1047,26.3,61
1,1,3.23871807384325,70.9,1,1102,43.3,57
1,1,2.58437537500057,31.6,1,1364,27.8,82
0,1,3.23058222204506,78.4,0,1030,4.6,47
0,1,3.32603838311735,176.6,0,956,48,25
0,1,3.31644908482271,96.2,0,1279,21.9,44
1,0,2.73699130890383,129.4,0,1214,51.4,46
0,1,3.88714395917848,117.8,0,996,0.4,18
1,0,2.20298770893543,41.9,1,857,44,67
0,1,2.61331621875947,78.7,0,1081,20.1,21
1,1,2.90116173839962,121.2,1,1104,0,62
0,0,2.91302350373641,106.6,1,1347,27.9,55
0,0,2.77902487089805,115.7,1,872,26.7,52
0,1,3.75187634902662,66.8,0,1174,47.2,48
0,0,3.03366945134246,154.8,0,1045,5.3,19
1,1,2.87405841635151,134.3,1,1141,31.8,60
0,1,2.56333462510661,149.9,0,1218,0,35
0,0,2.51778541370123,71.6,0,931,12.2,64
0,1,2.96333019276069,117.6,1,1007,33.6,62
1,1,3.916041504284,81.7,0,1209,39.4,32
0,1,3.10736692524176,70.4,0,1177,61.5,52
1,1,3.08686243850605,53.4,0,1006,38.3,56
1,1,3.95287986939934,45.2,1,1064,29.1,79
1,0,2.90661463832024,66.8,0,1090,26,50
1,1,2.53867739079623,71.5,0,1242,29.4,55
1,0,2.44446390064529,69.4,0,1156,39.9,69
1,1,3.98457342848321,13.5,1,1381,5.6,61
0,1,2.8702703955929,138.9,0,1267,11.9,15
0,1,3.39018422423029,31.3,0,1253,27.5,37
0,1,2.1537733491745,136.4,0,1149,7.2,28
1,1,2.24685254016977,53.2,1,1069,34.7,73
1,1,3.28249538495285,52.4,1,927,25.4,65
1,1,3.42621797753134,68.4,0,1085,18,40
0,1,3.03047632033601,119.3,0,951,30.4,39
0,1,3.30938734964432,26.2,1,1263,53.2,79
1,0,3.4609672157574,154.1,0,1042,39.9,40
1,0,2.47767485503837,39.1,0,980,30.9,57
0,0,3.81210288661433,126.1,1,1116,50.4,73
1,1,3.23372666333439,46.3,0,1144,0,34
0,1,3.08438650022265,70.6,0,1041,9,56
0,1,3.59227306172408,70.3,0,1077,54.7,44
1,0,2.37857504452499,44.8,0,1099,15,70
1,1,2.59425572094116,26.6,1,1388,10.1,77
0,1,3.45115715236559,78.4,0,947,5.2,39
0,1,3.17865058066608,64.4,0,852,21.5,60
1,1,2.6946969864134,78.6,0,1145,36,64
1,0,2.603258321522,123.1,0,1152,39.6,38
1,0,2.27726359054752,57.2,0,1122,0,45
1,0,2.58048815145388,45.2,0,1100,7,26
0,1,2.55778595387573,59.6,0,1235,34.2,36
0,1,3.16536729937436,78.2,0,1114,24.2,57
1,1,3.36673380377354,201.7,0,1011,14.8,31
1,1,2.07591214936689,82.7,0,1245,28.3,34
1,1,3.16432427713744,84.7,1,936,3.7,56
1,0,3.21332251601944,54.3,0,1079,19.4,40
1,1,2.58034711914189,55.8,0,1137,54.8,83
0,1,3.18065871876324,101.3,1,1196,9.9,61
1,1,2.34493726154494,78,1,1061,49,79
0,1,3.25704522420024,122.5,0,956,46.6,41
1,1,3.97845465490469,82.1,1,1234,42.3,80
0,1,2.74216525144664,55.3,0,1066,23.3,55
1,1,2.47213720394065,60.6,1,1338,0,74
1,0,2.20055890672579,68,0,850,25,56
0,0,2.7799963302794,470.5,0,1057,3.5,0
0,1,3.75328053053464,117.3,0,1212,0,18
0,1,2.56444779304776,70.3,0,1218,71.2,48
0,1,2.43136061960641,80.1,0,1202,30.5,25
0,1,2.91913985168167,116.1,1,953,0,59
1,1,3.27257836107237,104.1,1,887,34.4,53
0,1,3.34638922757882,99.8,1,860,28.8,57
1,1,2.5003850448818,46.6,0,1184,43.5,60
1,1,2.18762931033612,105,1,1236,48.4,67
1,1,4,13.5,1,1178,0,72
1,1,2.8379488397462,40.3,0,1093,27.5,55
0,0,2.93979155966328,107.4,0,1263,47.6,41
0,0,1.87168146337506,25.7,0,778,13.6,46
0,0,2.3896577753199,63.3,1,1048,0,61
0,1,2.74885587973634,122.4,1,925,6.8,66
0,1,2.32048213441163,273,1,1098,28.6,19
1,1,2.21194143877075,88.8,1,1024,31.2,66
0,1,3.57121200610574,140,1,1088,22.6,52
1,1,2.84087096928185,65.1,0,1059,13.4,36
1,0,2.12850073216944,44.8,0,998,31,47
1,1,2.83575237309192,121.2,1,1201,28.6,45
0,1,2.99754626613994,167.3,0,946,54.1,21
1,1,2.29016519611889,90.2,0,1453,31.1,42
1,1,3.92047629814105,116.9,1,1057,29.8,45
1,1,3.26838034445714,46.7,0,849,0,64
0,1,3.96321881514787,66,0,899,9.1,46
0,1,3.64061977750833,93.4,0,1073,35.6,29
0,1,3.84651305855652,27.2,0,1111,31.4,53
0,1,3.08167061093894,197.3,0,1179,66.4,10
0,0,3.20017672236821,51.1,0,800,43.5,47
1,1,3.01272344765801,146.8,1,1137,66.2,48
1,1,2.75804748953172,124.7,0,1342,53.4,62
1,1,2.99657738839081,144.8,0,861,28.2,44
1,1,3.55025553158633,54.8,0,1365,28.6,78
1,0,2.79168554153657,158.1,0,764,33.9,31
1,1,2.28139971130139,80.5,1,1259,27.8,58
1,1,3.6274473999927,81.5,1,1116,22.3,51
1,1,2.86510807751527,80.1,1,1225,21.9,83
0,0,3.14958807332042,76.7,0,871,51,57
1,0,3.03410605586373,64.9,0,1234,29.1,40
1,0,2.7705432637097,211.4,1,893,5.1,53
1,1,2.40773516595037,77.1,1,918,38,55
0,0,1.99622371241232,91.4,0,1082,48.2,21
1,1,2.3173804528051,55.2,1,696,16,77
1,1,3.11357905659624,105.9,1,1002,31.3,61
1,1,3.01086098857608,49.2,1,1095,19.4,100
0,1,2.70431862942035,245.3,1,1174,58.8,7
0,1,3.22958499471842,49.4,0,1071,30.6,43
1,1,2.66959954583749,51.2,0,985,47.4,56
1,1,3.41045093377393,84.4,1,955,30.6,51
1,0,3.13999707452114,27.5,0,1226,34,60
1,1,2.9287821590088,167.8,0,1147,29.4,50
1,0,3.64950686538814,45.9,0,1194,49.4,59
0,1,2.89179749068064,225.1,0,1183,25.7,0
1,0,2.80863925428627,177.9,0,1021,33.3,13
0,0,2.52838688913897,208.4,1,1164,27.9,29
1,1,3.30923997594087,41,0,1278,42.5,63
0,0,2.95955496027952,81.6,1,1276,54.6,63
1,1,2.56618305416824,79.4,0,1261,0,44
0,1,3.63379125229187,52.6,1,1065,44.8,65
1,1,3.84483290472272,22.4,1,1181,28.8,85
0,0,2.47742434205025,82.6,0,1518,17.6,46
0,1,2.91036182143883,140.1,0,1122,15.5,33
0,1,2.66260286050485,33.6,0,1052,36,56
1,1,3.69390415036424,47.8,0,1359,16.7,63
1,1,2.72937141147502,41.4,0,984,19.6,31
0,1,2.4135762917909,38.4,1,993,2.3,43
1,1,2.86768397554651,35.5,0,979,15.9,67
1,1,1.9793164880537,48.5,1,816,2.8,85
1,1,3.31144436859277,88.5,1,1287,48.9,43
1,1,2.94978488509414,60.5,1,1449,28,56
0,0,2.00526667763795,87,1,1308,0,56
1,0,2.69210923594912,47.8,0,1176,43.5,46
0,1,2.38814896098522,101.5,1,986,0,62
1,1,3.2339531040557,52.4,0,1271,42.2,60
1,1,2.8328023955551,91.8,1,909,32.2,86
0,1,3.05079554532514,253.5,1,1313,25.3,34
1,1,3.63428092572329,137.4,1,1070,0,58
1,1,2.32862869968286,43.3,1,1204,7.4,65
1,1,3.48998906617385,77.7,0,1008,14.6,51
0,0,2.14241521120446,193.2,0,971,46.1,20
0,0,2.72028627669658,116.8,0,1164,48.3,62
0,1,3.4993373718307,39.1,0,987,16.3,46
1,1,3.33396675102244,56.2,1,1192,36.9,65
0,1,3.50310996898411,166.4,0,1435,50.7,25
1,1,2.99018336547957,75.1,1,1336,10.6,60
0,1,2.48853306251711,134.8,0,1140,50.5,20
1,1,3.32436497846848,62.7,0,1017,14.5,48
0,1,3.15959776889403,162.3,0,1050,13.2,27
1,1,2.76801539437567,41.8,1,1048,36,83
0,1,3.4424591245365,133.3,0,904,36.7,47
1,1,3.2251469325105,110.3,0,1313,16.9,52
1,0,2.85371463876078,87.4,0,1200,36.8,70
0,0,2.80596714479639,184.9,1,1096,30.6,42
1,1,3.0037644587675,159.6,1,966,1.3,40
1,1,3.24227532051763,65.8,1,1250,63.4,76
1,1,3.56927962840062,207.7,1,1328,5.3,33
1,0,1.95580594936989,156.1,1,1255,52.6,68
0,1,2.71628256989166,86.1,0,1040,0,60
1,0,3.95908943348008,73.2,0,877,27.7,62
0,1,2.01351120291766,54.2,0,1288,62.1,46
1,1,2.92533022384676,133.5,0,1044,65.7,53
0,0,1.94179556297144,49.3,0,672,54.4,58
1,1,2.6372873136427,77.9,1,1320,80.2,75
1,0,2.65686380221622,87.5,0,978,68.6,52
0,1,3.31599620506519,126.1,0,1059,38.2,36
1,1,2.80110781050941,101.1,1,960,29,75
1,1,2.6093435334522,90.5,1,946,12.6,69
1,1,2.56662702561103,99.1,0,944,26.7,36
1,0,2.22496887628585,252.6,0,686,32.6,18
0,1,2.96740713321287,106.9,0,1180,14.3,63
1,0,3.10870798556694,146.5,1,869,21.8,63
0,1,3.59592128337197,127.8,0,1153,4.4,32
1,1,2.45591807436292,77.4,0,792,32.6,67
0,1,3.33150929420585,82.6,0,1065,22.5,48
1,1,2.87384360119823,83.1,1,817,13.4,50
0,0,3.06640987525135,54.3,0,889,0,31
0,1,3.6603912786377,51.5,0,1054,20.2,52
1,1,3.28453346804795,119.7,1,1267,38.4,47
0,1,2.89518641634552,59.5,1,1061,55.8,71
1,1,2.18821340498439,116.5,1,890,40.8,71
1,1,2.89184729560594,23.9,0,1331,72.5,55
0,1,3.13052550959608,67.7,0,1146,20.7,38
1,1,3.26622456111152,57.9,0,1139,21.3,54
0,1,2.17511932764484,214.6,0,1158,40,4
1,1,3.39898185935661,64.7,1,838,26.1,72
1,1,3.11627495578217,35.6,0,1020,48.1,44
0,1,3.35206936420983,41.8,0,1135,31.2,38
1,0,2.59565158634797,65,0,1276,39,55
1,0,2.24344542414029,65.1,0,1057,13.2,46
0,1,3.59204418913692,82.2,0,1040,41.1,42
0,1,2.76664048338473,109.9,0,799,36,44
0,0,2.75883786222198,284.6,1,875,49.2,27
0,0,3.23579743847431,49.6,0,1163,37.7,41
1,1,3.17069943067989,170.3,0,1202,56.8,15
0,1,3.12064536294899,96.3,0,864,30.3,46
0,1,2.85494181942812,128.6,0,1179,7.5,25
1,1,3.50243836743126,103.8,1,1064,33.1,55
1,0,3.60128701483864,51.6,0,1043,22.6,63
0,1,2.46981163895873,177.2,0,1194,33.5,26
1,0,3.84786535930332,34.8,0,932,16.3,57
1,1,2.40649879766587,58.1,0,1156,0,44
0,1,2.77809686289884,112.1,0,1090,28.1,26
0,0,2.93647060194272,160.6,0,1463,64.2,12
0,0,3.00167846014777,155.8,1,679,30.6,74
0,1,3.03694455802253,342.6,0,1164,62.1,0
1,1,2.89213193841669,60.3,0,1015,58,44
0,1,3.25873744099452,147.9,0,890,25.5,37
0,1,3.85365189402707,139.1,0,893,34.4,44
