training,earnings,age,education,prior_earnings,employment_history,urban,ps,tau_true
0,59.690161234068,29,12,10.8,16,0,0.0286652816035296,5.72664487834106
1,106.572534784134,59,10,26.5,38,1,0.98,3.45911552858427
1,101.50881003781,45,13,23.6,30,0,0.925007562597324,4.65075328034878
1,91.2736357828831,34,13,26.5,23,1,0.59201313343686,5.5504285021965
0,107.354908345411,36,14,70.4,19,0,0.583419614523279,5.07065978780913
1,95.7542932699792,36,12,75.4,12,0,0.307494427523188,5.09865978780913
1,150.716753188322,34,14,101,14,0,0.834063553135738,4.9144285021965
1,115.809506673967,57,12,33.6,39,1,0.98,2.6468603799531
1,120.349115315204,48,11,33.7,29,1,0.961603493223868,4.75817883764126
1,101.934215702434,54,9,16,37,1,0.98,4.18036844867423
0,78.6828367028308,28,15,30.8,8,0,0.0298989323729379,5.16025018525816
0,75.1816215157274,54,14,14.7,31,0,0.191654208401325,4.03636844867423
0,82.2373019373131,38,14,42.4,23,1,0.351188976346417,4.98099568988439
0,116.864071617354,32,17,79.8,10,0,0.263153037077283,5.11426647752179
0,45.6227165317148,31,13,11.8,9,1,0.02,5.51529290310849
1,75.8215360867434,18,13,31,2,0,0.309707588759391,5.44122198857073
0,81.5702054903932,35,12,26,21,0,0.384383892728604,5.49961365145159
1,157.376882891054,49,17,92.5,26,1,0.955123894543236,4.27638691346617
0,97.4157753508912,38,13,58.2,18,0,0.489368014294026,5.04099568988439
1,105.150684378221,60,10,42.1,37,1,0.98,3.01333695208243
1,133.631359609461,42,16,64.7,24,1,0.964255337686836,4.85546628439086
0,64.739464403333,35,10,18.6,17,0,0.104381971258754,6.09961365145159
0,89.4999530677895,44,12,29.8,24,0,0.686542493404444,5.21204962660221
1,99.9128958069162,43,12,42.8,27,0,0.933623830844613,4.73733051564472
1,92.4680112710563,37,11,43.6,21,1,0.724117142742316,5.6312603691244
1,87.7661005241169,50,9,15.1,32,1,0.965657478810529,4.87457945846835
0,65.8628322755726,42,12,9.7,24,1,0.133886830408803,5.25546628439086
1,65.3947949103567,19,13,24,0,1,0.213553545631236,5.69961735197886
1,124.838708168565,60,15,118.9,42,0,0.98,1.91333695208243
1,115.212081081219,41,13,44.2,21,0,0.57869767384546,4.95130985288139
0,62.2438670316096,22,14,27,0,1,0.168807203147768,5.67091158717142
1,142.937028860662,47,15,149.7,34,1,0.98,3.96465216851173
1,125.976656737694,31,16,84.3,17,0,0.622596920196816,5.24329290310849
1,102.008737097821,40,15,61.7,24,0,0.736675618221325,4.90567934733469
1,119.088668661074,52,11,50.3,39,0,0.98,3.65255178987957
0,79.6466686200739,27,15,19.8,9,0,0.0320445745467805,5.62248110212308
1,135.088176187392,60,13,77.5,39,1,0.98,2.21333695208243
1,157.789296002509,50,13,78.7,31,1,0.98,3.73457945846835
0,83.1297444060344,27,13,30.8,10,0,0.18460220189345,5.25448110212308
0,58.407451800195,27,14,15.6,6,0,0.0309881631707591,5.52648110212308
1,105.21304268662,18,15,28.2,0,0,0.506933138211764,5.70522198857073
0,77.9078074159109,40,14,16.1,25,0,0.355051933723144,5.28567934733469
0,74.0869534087733,41,11,37.5,19,1,0.434059451681449,5.59930985288139
1,113.021209551357,29,15,95.2,19,1,0.809826007188499,5.39864487834106
1,113.206737906452,36,16,153.1,24,1,0.97458267329952,5.05065978780913
0,32.8185999456962,30,10,10.4,16,0,0.02,6.2741868505573
0,55.4190921465732,34,10,17.8,13,1,0.109591428765048,6.1104285021965
1,103.663408342234,37,13,86.6,19,1,0.804193571792098,5.0472603691244
1,148.820707500849,51,15,155.2,37,1,0.98,3.48414134546302
1,91.3541075224738,19,13,59.5,3,1,0.623757346717541,5.49161735197886
0,66.547711197004,40,12,12.3,18,1,0.128122770193478,5.42567934733469
0,81.5819041128538,33,12,19.4,14,0,0.107211784189551,5.5352914734903
0,80.9446912555489,38,14,34.9,20,0,0.214669269156125,5.01699568988439
1,92.01825999867,29,16,68.2,9,1,0.399646318388662,5.15864487834106
0,43.6120489099954,30,11,7.6,13,0,0.0232886412281228,6.2141868505573
0,59.8993799391538,22,11,17.4,2,1,0.351870253032738,6.37491158717142
1,87.4550533883006,45,14,36.9,28,0,0.647612116535417,4.33075328034878
1,83.541326081011,42,13,21.6,28,0,0.505545487289134,5.14346628439086
1,147.539942008574,54,15,138.3,35,0,0.98,3.13236844867423
0,89.107519830822,44,13,22.8,24,0,0.526352546768692,5.21204962660221
1,17.6421103149252,45,16,327.6,27,1,0.98,4.37075328034878
0,102.706908148757,35,12,92.2,20,1,0.796314358794961,5.09961365145159
0,77.1471924184444,38,14,27.4,20,0,0.125770489413254,5.41699568988439
1,94.5345469966485,38,15,49.2,19,0,0.3249329622987,5.02899568988439
0,41.6288278752683,40,9,7.2,20,0,0.159009211188926,5.98567934733469
1,118.164412048958,54,17,140.5,41,0,0.98,2.87636844867423
0,50.2098847922894,18,12,11.6,0,0,0.059946023121637,5.70522198857073
0,52.3136166183846,32,9,14.4,11,1,0.0768947313736298,6.12626647752178
1,55.8702384125014,37,11,16.3,18,1,0.0816578524573064,6.0552603691244
0,48.6837160142131,22,10,10.1,2,0,0.0542154759289273,6.37491158717142
1,86.0209987768308,27,13,34.9,10,1,0.256759477030013,5.25448110212308
1,105.246584628669,49,16,23.7,31,1,0.689556759063826,4.39638691346617
1,80.1105654887279,39,11,18.6,23,1,0.454465050470097,5.95134143206928
1,85.800569612312,46,12,9.2,27,1,0.623869723162943,4.73657145488703
0,108.037012440944,32,17,69.2,10,0,0.185957287565366,5.11426647752179
0,46.739534482746,32,10,7.9,14,1,0.02,6.16226647752179
0,66.1846617196898,42,12,19.1,21,0,0.136111897633056,5.33946628439086
1,109.353515378346,38,15,160,17,1,0.885311290310456,5.05299568988439
1,101.274050374896,30,13,46.6,16,0,0.508514188819391,5.2741868505573
1,96.8846046165826,42,11,34.5,26,1,0.873491564214717,5.39946628439086
1,99.7030772877737,41,15,61,22,1,0.61757611642195,4.92730985288139
1,116.418940983851,23,17,93.4,0,1,0.933082813845219,5.26020396668599
1,115.559001685624,46,14,25.9,28,1,0.864829673127882,4.69257145488703
0,90.9030032988932,27,14,40.7,5,0,0.208224541774288,5.09448110212308
0,58.9592883243885,39,11,13.7,23,0,0.252106270869881,5.95134143206928
1,132.343208663667,33,18,87,14,1,0.649611380951775,5.1352914734903
1,87.2910964886909,48,19,242.4,28,0,0.937139866104458,4.21017883764127
1,109.792479146719,37,13,61.4,16,1,0.690020296476496,5.0712603691244
0,75.944913012986,18,11,58.5,0,1,0.503692848123674,5.90522198857073
0,73.8693367109998,40,12,20,18,1,0.504540716939206,5.42567934733469
0,54.5686196861556,26,12,17.7,13,1,0.0570052478861541,5.80472171998271
0,41.5321578923245,34,10,13.4,14,0,0.0414253772879053,6.1144285021965
0,142.350147718651,40,14,91.2,21,1,0.98,4.76567934733469
0,70.2179069693911,33,11,17,14,1,0.110264209984281,6.1352914734903
1,96.2803635249079,24,13,34.7,4,0,0.272876456437888,5.42637417762586
0,63.8673288011654,34,14,15.6,13,1,0.02,5.5104285021965
1,98.7407467255616,39,14,92.7,22,1,0.770070044718714,4.96734143206928
1,108.934224097668,35,13,65.9,18,0,0.448140582350416,5.09961365145159
1,126.948190104121,35,11,75.9,20,1,0.853321731362305,5.49961365145159
1,135.86550681642,47,15,110.4,27,0,0.971352770654707,4.30065216851173
0,57.120786627497,30,11,9.2,15,0,0.0280005536146962,6.2541868505573
1,112.968029046179,37,15,69,27,0,0.945947432074938,4.9832603691244
1,108.833524912588,25,16,172.5,11,1,0.878491438611732,5.38227443832449
0,78.1693706457023,34,12,39.5,18,0,0.207730979185819,5.1304285021965
1,75.4273280508195,38,14,242.2,15,1,0.945554652394521,4.87699568988439
0,50.1257777997472,24,10,24.8,4,1,0.104550721671179,6.42637417762586
0,52.4524373430101,33,10,4,21,1,0.183495819850261,6.1912914734903
1,119.526310448023,44,16,101.9,27,0,0.902801998422763,4.70404962660221
0,85.4441259926207,38,13,35.7,17,1,0.334244746597976,5.05299568988439
1,105.438701930487,48,14,122.9,29,1,0.972392821786008,4.15817883764127
1,112.708164103593,40,15,82.5,22,1,0.886277898443536,4.94567934733469
1,86.6023732425332,35,12,19,19,1,0.320184015076602,5.49961365145159
1,118.420817858307,47,18,112.9,29,1,0.772984605319831,4.20465216851173
1,113.820292238106,38,13,135.9,16,0,0.754222171304384,4.86499568988439
1,97.7642248632779,48,16,26.9,31,0,0.569697857723921,4.45417883764127
1,123.442266495807,40,14,28.1,25,1,0.903154228732302,5.28567934733469
1,88.017577762756,35,13,68,15,1,0.484016358415454,5.09961365145159
0,67.915669051961,28,12,27,13,0,0.0429502411619931,5.70025018525816
0,80.2111122580251,35,14,46,18,1,0.190279810953003,5.09961365145159
0,41.5528736386437,30,9,6.3,14,0,0.0215808755641148,6.2341868505573
1,121.005123509391,29,15,97,12,0,0.695716043472791,5.23064487834106
0,104.535067221005,29,17,68.4,12,0,0.208313226500991,5.23064487834106
0,90.9706371307496,37,16,64,17,0,0.172539380984066,5.0632603691244
1,74.1604323849262,51,9,12.2,29,1,0.771979010053757,4.99614134546302
0,61.1102968517804,38,12,10,20,1,0.104015627977569,5.41699568988439
1,132.923103931166,52,13,73.9,31,1,0.98,3.79655178987957
0,86.7499422104687,35,14,49.3,15,0,0.148922164486964,5.09961365145159
0,88.9536994933846,33,15,45.1,16,1,0.256626836907812,5.1512914734903
0,55.0619118369478,34,13,19.3,13,1,0.0242955862955776,5.5104285021965
1,145.816439487837,30,12,82.2,11,0,0.667840866928465,4.9741868505573
0,86.4719862672075,40,14,25,23,1,0.251078913163448,5.32567934733469
1,95.7343579625057,60,13,9.5,46,0,0.98,1.91333695208243
0,97.841568238877,38,16,93.2,20,1,0.467260964694696,5.01699568988439
1,123.588657740172,42,13,67.4,28,0,0.98,4.74346628439086
0,66.8631223326682,38,10,39.9,19,0,0.213217709686293,5.62899568988439
1,-45.6958886546093,53,16,404.2,33,0,0.98,3.3753949599551
0,83.0648633927173,31,14,59.6,13,0,0.182507679932785,5.17929290310849
0,105.626455995613,36,16,135.8,17,1,0.770183644674214,5.07865978780913
1,90.4250666685759,30,13,28.1,14,1,0.268911121685728,5.6341868505573
0,76.5232334247629,39,10,17.9,20,0,0.38545844313597,5.99934143206928
1,112.754652640601,32,14,69.3,14,0,0.515741715017662,5.16226647752179
0,50.1808330015109,47,11,8.1,29,0,0.330488120221419,5.20465216851173
1,112.431667900918,32,13,48.8,16,1,0.662624687364709,5.18626647752179
1,123.183826918752,38,14,84.9,25,1,0.929438905426833,4.95699568988439
0,65.3722340587015,20,10,27.7,1,1,0.320818609960369,6.35147975370484
1,118.199547066128,49,14,23.6,31,1,0.921962519599726,4.39638691346617
1,100.733790687569,25,15,127,9,1,0.653556074448267,5.30227443832449
1,126.279382853165,41,13,44.3,28,0,0.968840493891018,4.78330985288139
0,81.5202254917514,34,11,38.7,11,1,0.387953902489322,5.7024285021965
1,135.994201166877,50,16,142.3,30,1,0.98,3.99457945846835
1,97.6885095864565,54,9,42,32,1,0.964029511477892,4.16036844867423
1,117.312239007449,42,15,85.5,24,1,0.93847303036393,4.85546628439086
1,109.839293605372,43,14,89.7,25,1,0.943681135987414,4.80133051564472
0,83.2491366832308,36,14,36,16,0,0.162960870160344,5.08265978780913
0,84.0033170868837,35,13,26.6,18,1,0.16531803667357,5.49961365145159
0,89.7436512137848,40,17,71.7,25,0,0.206416904003237,4.88567934733469
1,1.63651727308078,31,13,333,14,1,0.948710528045995,4.99529290310849
0,77.6467463859295,35,11,43.1,12,1,0.242196132647067,5.69961365145159
1,136.685913215585,37,15,83.9,21,1,0.948464762143774,5.0312603691244
0,73.388997862504,31,11,18.4,13,1,0.179933948652844,6.17929290310849
1,96.1630893597701,28,13,33.5,12,1,0.257770911475582,5.27225018525816
1,77.751895262091,38,12,68.2,17,1,0.35803132640033,5.05299568988439
1,112.172586886787,38,14,67.6,24,0,0.832185487229115,4.96899568988439
0,46.4739873460724,27,10,10.6,8,1,0.02867589254212,6.19048110212308
0,102.087454039566,41,14,50.7,16,1,0.667683794154708,5.07130985288139
0,68.1274342392032,28,13,25.4,14,1,0.13052557822449,5.72825018525816
1,126.485384897949,43,15,76.8,28,0,0.96858626040947,4.70533051564472
0,84.9072032134564,36,15,36.4,18,1,0.142082013387541,5.07465978780913
0,58.7100390974457,31,8,10,17,1,0.133134137957514,6.24329290310849
0,50.8536042261558,21,13,9.9,0,0,0.0413953174880488,5.6816269362685
0,72.0981642575657,27,13,13.9,16,1,0.0684980241047937,5.84648110212308
1,94.8732450014956,20,14,54.7,1,1,0.706145843363045,5.35147975370484
0,71.4636851080614,37,13,26,16,0,0.136527938541244,5.4712603691244
0,87.7001013753384,46,10,22.5,27,0,0.745562244474603,5.33657145488703
0,88.7521926736904,39,14,29.6,23,0,0.360327367643811,5.35134143206928
0,70.8366496468904,37,10,15.6,19,0,0.186577814118832,6.0472603691244
0,83.9895804344175,34,14,19.7,22,1,0.211318157236268,5.5464285021965
0,47.614017010834,25,8,2.6,11,1,0.0256409533818049,6.38227443832449
0,79.5854799991064,31,14,28.9,11,1,0.0944799094938743,5.54729290310849
1,119.112576952986,40,14,72,22,1,0.930018258306396,4.94567934733469
1,83.1411073808366,36,13,74.9,12,1,0.363889928123786,5.09865978780913
0,48.132704513162,31,11,5.8,15,1,0.0259312296956162,6.21129290310849
0,95.1457780360422,34,15,30.2,19,1,0.274829302844228,5.1344285021965
1,109.761561578944,33,13,94.8,10,0,0.471838369116453,4.9032914734903
0,81.9637275471137,36,11,31.1,23,1,0.571852926725528,5.65465978780913
0,63.789304815268,29,10,9.8,10,0,0.0518753307963899,6.18264487834106
0,107.285256286645,45,17,52.3,26,0,0.318771828412047,4.41075328034878
1,113.828598935299,42,17,79,23,0,0.439059789968406,4.88346628439086
1,33.6037736604684,25,15,304.3,12,1,0.960882713196495,5.22227443832449
0,88.4972805491848,42,13,38.1,21,0,0.435685587026441,4.93946628439086
0,89.3366011322317,41,16,27.4,23,1,0.137390096639141,5.30330985288139
1,95.1337110887911,48,12,23.7,37,0,0.98,4.14217883764127
1,101.843421106733,38,13,38.1,22,1,0.764506308470842,4.99299568988439
0,56.8788699128769,35,10,20.4,14,0,0.0469515532263405,6.09961365145159
0,43.7520297571634,20,10,26.6,1,1,0.172649575333169,6.35147975370484
0,123.663120861068,30,14,90.4,11,0,0.646834931906532,4.9741868505573
1,132.051228803535,34,14,89.1,21,1,0.94559271069188,5.1424285021965
0,120.7306670653,45,14,86.8,25,0,0.841211814967177,4.45075328034878
1,98.2209949109626,18,15,144.3,0,1,0.964332494631475,5.30522198857073
1,-49.5537252381654,37,17,393.7,18,0,0.979953991039907,4.8552603691244
0,67.7485715942783,37,16,30.1,15,0,0.02,5.0792603691244
1,92.4085083190885,47,11,47.7,29,1,0.89564221993071,4.80465216851173
1,117.970645988405,49,19,212.5,33,1,0.98,3.88438691346617
1,90.3577946250365,34,16,48.9,14,1,0.0673603918592245,5.1144285021965
1,78.6582665930142,44,17,246.1,26,0,0.98,4.74004962660221
0,111.725256856903,27,10,53.9,10,1,0.508001642593048,5.65448110212308
1,119.727120087927,40,15,110.6,23,1,0.927541293467268,4.92567934733469
1,84.9126978500342,20,13,18.4,3,1,0.353334158347751,5.87147975370484
0,89.5590413021067,23,10,52.5,8,1,0.246325577775355,5.94420396668599
1,124.550355669151,26,16,82,6,1,0.823076148579482,5.15272171998271
1,73.81707419549,18,13,51.9,0,1,0.470897916750721,5.30522198857073
1,102.709491279111,39,12,31.9,21,1,0.761682167798711,4.98334143206928
1,112.854981030689,28,15,47.2,7,1,0.424608825976521,5.13225018525816
1,149.084977884011,58,13,115,41,1,0.98,2.32376356196673
1,85.0915580930034,35,14,267.1,20,1,0.98,4.89961365145159
0,54.5235189807908,32,11,20.4,13,0,0.0549898110235074,6.15026647752179
0,86.9065826031721,25,13,66.7,9,0,0.162841427181481,5.30227443832449
0,66.2053103842476,35,10,54,15,0,0.112443082853269,5.69961365145159
0,83.0134668354886,43,14,35.8,29,1,0.782914377551083,4.67333051564472
1,115.865371914459,34,10,69.5,16,0,0.389774093985359,5.5224285021965
1,102.149902470811,43,11,33.9,29,1,0.954909885999178,5.27333051564472
1,91.2152973516813,43,11,43,26,0,0.832626008184819,5.36933051564472
0,55.2494543628735,30,13,11.5,10,0,0.02,5.5541868505573
0,66.2906096389008,35,12,19.8,21,1,0.134507813431834,5.49961365145159
1,106.252504770294,38,11,29.7,16,1,0.518780057202382,6.06499568988439
1,120.618112087978,49,12,137.2,27,0,0.970148399241184,4.02038691346617
0,87.3473891681434,29,11,34.1,18,0,0.23636964293018,5.97464487834106
0,73.869480631783,40,14,36.4,19,1,0.188631557718092,5.00567934733469
1,104.36111323204,37,14,80.1,17,1,0.830514461718508,5.0632603691244
1,100.898975477374,45,15,84.9,27,0,0.781583262600839,4.37075328034878
1,74.9523073641063,38,10,27.6,19,1,0.251965150368211,6.02899568988439
0,30.1044329416402,19,10,8.8,0,1,0.100630469193134,6.29961735197886
1,119.041312845825,31,14,51.2,15,1,0.628756123853412,5.21129290310849
0,50.9904553871912,32,9,9,15,0,0.0461284521876556,6.17426647752179
0,63.640172000584,32,12,23.7,14,1,0.136647687100142,5.56226647752179
1,73.927718383531,46,11,13.2,29,0,0.71011495577798,5.24857145488703
1,98.5376219456289,48,11,68.2,29,1,0.921399578636397,4.75817883764126
1,114.922815548675,27,14,90,1,1,0.877946879418873,5.06648110212308
0,88.011307193586,42,13,33.5,27,1,0.868583850407053,4.77146628439086
1,104.247861886984,38,12,54,21,0,0.721659104194646,5.00499568988439
1,149.97135918428,38,15,68.8,17,1,0.954492672352122,4.85299568988439
0,57.5457906685164,24,12,13,4,0,0.119699476415878,5.82637417762586
0,69.63248649914,28,12,39,8,1,0.175720543900137,5.16025018525816
0,106.452333425875,34,11,36.4,16,1,0.481039738070691,5.7224285021965
0,76.9909923577477,24,10,32,4,1,0.277699040351811,6.02637417762586
0,88.5874375673922,37,13,23.4,27,1,0.698400101060518,5.3832603691244
1,124.841035578608,45,13,61.5,30,1,0.98,4.25075328034878
1,61.7829444104669,28,11,13.6,10,1,0.0600515845426113,6.21625018525816
1,113.945992564889,52,11,59.3,32,1,0.976654379056231,4.32855178987957
0,57.3521938423941,36,9,18.5,15,1,0.172129671787937,6.08665978780913
0,90.6359095068874,34,12,25.4,14,0,0.242416218764878,5.5144285021965
1,113.41426022785,35,15,78.4,15,1,0.610541282526851,5.09961365145159
0,77.7366036661283,45,16,18.6,26,0,0.0336886639141875,4.81075328034878
0,53.8902464001409,24,14,10.4,5,1,0.02,5.57037417762586
1,111.246252143905,40,14,47.8,25,1,0.878183728421238,4.88567934733469
0,70.1320917700742,22,15,58.5,3,1,0.0649533405010677,5.42691158717142
0,99.4082486256699,32,12,93.3,8,0,0.412607862911667,4.89026647752179
1,117.696701829592,24,14,77,5,1,0.775981488175446,5.17037417762586
0,29.3536103542642,21,11,7.9,1,1,0.0538013693320139,6.3376269362685
1,105.537497994956,43,16,41.7,24,1,0.490180794556991,4.83333051564472
0,104.269771754029,50,16,46.3,29,0,0.289772673880694,4.05457945846835
1,86.7719205160933,42,10,39.3,24,1,0.795505970731897,5.45546628439086
1,110.263018750476,51,12,66.2,30,1,0.959309090994445,3.93214134546302
0,99.135985050508,18,15,46.9,5,1,0.57240497752645,5.34522198857073
1,112.876306112237,35,12,44.4,19,0,0.560913656506075,5.09961365145159
1,96.6702955585239,27,12,87.2,12,0,0.246193103270823,5.31848110212308
0,77.8211245268286,47,12,17.9,29,0,0.592726401119468,4.60465216851173
0,48.1143692691063,30,9,12.2,11,0,0.0284804326420954,6.1741868505573
0,75.2532797490321,40,9,21.3,22,1,0.589027280332761,5.94567934733469
1,137.23004547181,50,12,55.9,30,1,0.98,3.99457945846835
0,82.8353064245234,30,13,18.9,12,1,0.153538565043399,5.5941868505573
1,-392.924460195236,36,19,597.9,20,0,0.971030424619834,5.06665978780913
1,76.6166632652794,42,12,11.7,28,0,0.676881160123065,5.14346628439086
0,99.4895172731734,31,11,80,13,1,0.574858088962289,5.57929290310849
1,122.59552043604,51,12,49.6,36,0,0.98,3.54814134546302
0,83.6721774166285,35,13,28.6,16,1,0.245571189357291,5.49961365145159
0,102.813284574858,35,13,49,18,1,0.622976181891471,5.09961365145159
0,96.1102336931685,31,12,62.4,15,0,0.453149117733623,5.01129290310849
0,106.938143973604,43,14,31.6,22,1,0.642436844756702,4.89733051564472
1,125.58544575913,41,14,77.4,25,0,0.933016319356978,4.85530985288139
0,65.5304548386021,33,13,16.5,17,0,0.0499569079842802,5.5592914734903
1,80.9934085555206,33,13,24.7,17,1,0.208750554923259,5.5592914734903
1,102.541867498645,43,12,20.5,24,1,0.815428081178778,5.23333051564472
1,138.905122276182,42,14,78.5,22,1,0.970516451569453,4.71146628439086
1,128.26794225622,40,14,68.4,21,1,0.912977965998718,4.96567934733469
0,72.3557603952637,24,11,26.1,5,1,0.262326142608189,6.17037417762586
0,65.7235318383938,39,11,16.3,17,1,0.191295364375498,6.04734143206928
0,100.789674849064,40,11,32.7,20,1,0.574147118289083,5.58567934733469
1,108.699908485718,27,14,59.7,9,1,0.486056021652701,5.22248110212308
1,133.398401240952,31,12,112.6,18,1,0.890566779802267,5.05929290310849
1,116.178113020246,42,11,45.5,25,1,0.931366088130556,5.42746628439086
0,59.6188783767924,34,13,35.9,10,1,0.130330894307668,5.0984285021965
0,69.493987986411,20,11,19.8,5,0,0.202148509566345,6.29147975370484
0,44.4793331787536,32,8,10.5,19,0,0.0726257849085121,6.22226647752179
1,116.026326557757,34,15,35.2,19,1,0.50875399619682,5.1344285021965
1,123.382788338888,29,12,72.5,16,1,0.843447212727237,5.12664487834106
0,52.4633198059837,33,13,21.5,19,1,0.0787143704255713,5.5752914734903
1,82.3020222752656,54,12,34.6,38,0,0.98,3.10436844867423
1,115.036179147253,38,11,69,20,1,0.864371439157862,5.41699568988439
0,126.505573741808,35,14,74.1,14,0,0.793523715768365,4.89961365145159
0,110.093179044134,43,17,105.8,19,0,0.438412999928,4.99333051564472
1,92.4076014746314,53,13,19.2,42,0,0.98,3.3273949599551
1,105.503912933065,49,14,69.5,33,0,0.963483862198173,3.88438691346617
1,117.368532705989,32,16,82.7,16,0,0.510169610528305,5.18626647752179
1,172.011189475363,47,15,89.4,35,1,0.98,3.71665216851173
1,107.181369110477,43,12,27.1,25,0,0.848418559195619,5.20133051564472
1,98.4171562837555,40,11,22,26,0,0.818826000567611,5.86567934733469
1,162.927464034466,58,17,75.9,37,1,0.98,2.69176356196673
0,64.464966590367,27,12,23.3,3,0,0.0621215063325355,5.73048110212308
1,132.867523749299,31,13,91.3,13,1,0.872559558607779,4.97929290310849
0,105.315431751092,34,14,69.7,17,1,0.714940653539119,5.1264285021965
1,129.091460553505,39,13,31.1,22,1,0.920798551557539,4.96734143206928
1,120.466130818565,37,17,105.8,23,0,0.779784273902007,5.0152603691244
0,81.1861726073439,32,13,61.3,14,1,0.426163103687738,5.16226647752179
1,121.413562343354,36,15,59.6,25,1,0.968515985003013,5.04665978780913
0,60.0516329827451,27,10,15.8,10,0,0.0476186694727013,6.25448110212308
0,75.4604464657249,23,17,37.6,5,1,0.0272577145963536,5.20020396668599
1,145.27766339871,43,15,97.3,30,0,0.98,4.44133051564472
0,33.0944745119712,22,10,11.6,2,0,0.02,6.37491158717142
1,125.784345866468,50,15,212,29,1,0.98,3.85457945846835
1,130.368440387502,35,13,111.6,24,1,0.971986610848608,4.89961365145159
0,79.1392468246502,26,10,44.7,10,0,0.138723070366775,5.89672171998271
1,112.028527315998,45,13,34.1,26,1,0.901717515284272,4.41075328034878
1,48.5483867359152,48,16,258.6,21,0,0.860436851192992,4.57417883764127
1,156.276036998433,37,12,80.5,17,1,0.948754922881741,4.8632603691244
0,84.1428143165293,42,13,16.1,22,1,0.348538681354192,5.31146628439086
0,96.2349647773897,43,15,61.7,27,1,0.885770845892146,4.73733051564472
0,69.4149857839893,46,10,11.2,31,1,0.841799526412355,5.16057145488703
1,127.329442426402,37,15,105.2,23,0,0.92833364998761,5.0152603691244
0,115.463773992428,36,9,43.1,16,1,0.449306841439578,5.48265978780913
0,82.8627813970076,18,14,60.4,3,1,0.560807746572321,5.50922198857073
1,100.997163104299,45,12,20.1,27,0,0.847708608363601,4.77075328034878
1,94.9832408564597,42,12,40.6,22,0,0.690657695969244,4.91146628439086
0,56.8410776699612,32,12,25.3,13,1,0.0678452676703351,5.55026647752179
1,118.914585240477,43,19,182.7,22,1,0.933752698091147,4.89733051564472
0,66.0441441133942,36,8,15.3,20,1,0.310444912899162,6.06665978780913
1,129.515088170791,42,14,67.4,30,0,0.98,4.68746628439086
0,91.4409001162959,39,13,27,21,1,0.644798750393737,5.38334143206928
1,98.2522334871067,34,11,29.7,14,1,0.364232686998912,6.1144285021965
1,107.964228913778,44,16,47.3,27,0,0.746705241741752,4.70404962660221
0,78.3715702211681,27,13,40.7,6,1,0.312489246165009,5.12648110212308
0,76.8376214590205,26,12,19.8,11,0,0.054717767202116,5.73272171998271
1,129.663171327662,39,15,76.6,22,1,0.937293998673624,4.96734143206928
1,103.781740971538,26,12,45.4,10,1,0.397909186504867,5.29672171998271
1,138.231241967054,26,15,127.4,4,1,0.963463059982653,5.18072171998271
1,107.941136855139,37,13,46.9,18,0,0.486313895565351,5.0552603691244
0,90.9711216113314,27,13,70.4,11,0,0.29133789250899,5.28648110212308
0,71.074544283987,29,12,19.5,18,1,0.17368956631538,5.77464487834106
0,94.6017518929843,39,13,42.3,19,1,0.509700643525788,5.01534143206928
0,85.8151736297872,40,12,40.3,25,1,0.818665887900964,4.88567934733469
0,69.3623936039513,34,8,6.2,26,1,0.441041396872511,6.1624285021965
0,34.5182578254828,25,11,6.4,6,0,0.02,6.18227443832449
1,110.943960544753,51,10,35.1,32,0,0.976986880565142,4.20414134546302
0,54.063893215297,22,14,14.1,2,1,0.137148231162184,5.77491158717142
0,97.8464667560648,42,11,67.3,19,1,0.724044314161019,5.59546628439086
0,67.6124052595203,44,11,14.6,28,1,0.70693623218538,5.66804962660221
0,83.7396952862627,26,10,18.1,10,1,0.177454459449929,6.29672171998271
1,157.521291794616,45,17,125.5,30,1,0.98,4.25075328034878
1,94.9284962517564,34,14,84.4,11,0,0.254502913709583,5.1024285021965
0,71.5304636695995,27,12,20.8,3,0,0.106005569966302,5.73048110212308
0,46.9298600118636,18,9,14.9,1,1,0.136178438294472,6.37322198857073
1,101.566859325919,23,15,43.5,5,1,0.468247242301498,5.20020396668599
0,86.0750141980431,18,8,28.9,0,0,0.162534097171637,6.10522198857073
1,125.179823893542,35,15,112.7,18,1,0.936284759730586,5.09961365145159
1,108.184664921905,52,11,36.3,37,1,0.98,3.98855178987957
1,84.5813896315217,51,11,16,37,0,0.98,4.48414134546302
0,44.547379897762,33,8,5.4,17,1,0.0816405428045588,6.1592914734903
0,124.491218118919,32,14,52.4,18,0,0.666686012682988,5.21026647752179
1,106.816169654703,42,13,47.5,28,1,0.937362005966269,4.74346628439086
0,99.9980359963428,40,15,40.6,20,1,0.540537232762139,4.98567934733469
0,67.6976357462354,35,12,14.1,18,0,0.0706576258805129,5.49961365145159
0,91.6138602646362,44,14,39.6,24,0,0.544062034386889,4.81204962660221
1,81.2919171597916,38,8,7.5,28,1,0.789595053299967,5.92099568988439
0,99.9865090970754,37,12,52.1,19,1,0.605558262751564,5.0472603691244
1,109.338837100516,53,16,121.8,33,0,0.960924970675963,3.5753949599551
1,113.252815034868,50,14,32,27,1,0.885803423666771,4.17457945846835
0,102.785980046655,36,13,44.4,14,1,0.463259546260155,5.09065978780913
0,102.24713023511,32,14,48.1,20,0,0.46555597326825,5.23426647752179
